Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Additional Reserve Lands,(81),"Subject to Canada's policy for additions to reserve, as amended from time to time, lands acquired by Westbank First Nation may be transferred to Canada for the purpose of being set apart as lands reserved for Indians under subsection 91(24) of the Constitution Act, 1867 and as reserves for the use and benefit of Westbank First Nation within the meaning of that term under the Indian Act.",x westbank land land management title interest westbank land additional reserve land subject canada policy addition reserve amended time time land acquired westbank may transferred canada purpose set apart land reserved indian constitution act reserve use benefit westbank within meaning term indian act
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(82),"Westbank First Nation has jurisdiction in relation to the management, administration, government, control, regulation, use and protection of Westbank Lands. This jurisdiction includes jurisdiction over foreshore and waterbeds where these areas form part of Westbank Lands, but does not include Minerals which are addressed in Part XII. 

        This jurisdiction includes:
        
the creation of interests in Westbank Lands;
procedures for the transfer or disposition of interests in Westbank Lands;
procedures in accordance with the Constitution for encumbering interests in Westbank Lands, including rules affecting the exemption referred to in section 89 of the Indian Act;
expropriation of interests in Westbank Lands for community purposes in accordance with section 105;
treatment of interests in Westbank Lands on marriage breakdown in accordance with section 108;
zoning and land use planning;
use, construction, maintenance, repair and demolition of buildings and other structures;
access to Westbank Lands subject to sections 106 and 107;
trespass on Westbank Lands; and
residency on Westbank Lands.

",x westbank land land management title interest westbank land governance westbank land westbank jurisdiction relation management administration government control regulation use protection westbank land jurisdiction includes jurisdiction foreshore waterbeds area form westbank land include mineral addressed xii jurisdiction includes creation interest westbank land procedure transfer disposition interest westbank land procedure accordance constitution encumbering interest westbank land including rule affecting exemption referred indian act expropriation interest westbank land community purpose accordance treatment interest westbank land marriage breakdown accordance zoning land use planning use construction maintenance repair demolition building structure access westbank land subject section trespass westbank land residency westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(82)(a),the creation of interests in Westbank Lands;,x westbank land land management title interest westbank land governance westbank land creation interest westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(b),procedures for the transfer or disposition of interests in Westbank Lands;,x westbank land land management title interest westbank land governance westbank land procedure transfer disposition interest westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(c),"procedures in accordance with the Constitution for encumbering interests in Westbank Lands, including rules affecting the exemption referred to in section 89 of the Indian Act;",x westbank land land management title interest westbank land governance westbank land procedure accordance constitution encumbering interest westbank land including rule affecting exemption referred indian act
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(d),expropriation of interests in Westbank Lands for community purposes in accordance with section 105;,x westbank land land management title interest westbank land governance westbank land expropriation interest westbank land community purpose accordance
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(e),treatment of interests in Westbank Lands on marriage breakdown in accordance with section 108;,x westbank land land management title interest westbank land governance westbank land treatment interest westbank land marriage breakdown accordance
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(f),zoning and land use planning;,x westbank land land management title interest westbank land governance westbank land zoning land use planning
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(g),"use, construction, maintenance, repair and demolition of buildings and other structures;",x westbank land land management title interest westbank land governance westbank land use construction maintenance repair demolition building structure
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(h),access to Westbank Lands subject to sections 106 and 107;,x westbank land land management title interest westbank land governance westbank land access westbank land subject section
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(i),trespass on Westbank Lands; and,x westbank land land management title interest westbank land governance westbank land trespass westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,(j),residency on Westbank Lands.,x westbank land land management title interest westbank land governance westbank land residency westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Governance of Westbank Lands,,Westbank First Nation may cause surveys to be made of Westbank Lands in accordance with the Canada Lands Surveys Act and the Canada Lands Surveyors Act.,x westbank land land management title interest westbank land governance westbank land westbank may cause survey made westbank land accordance canada land survey act canada land surveyor act
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Expropriation for Community Purposes,(83),"Westbank First Nation has jurisdiction in relation to expropriation of interests in Westbank Lands for a Community Purpose subject to the following principles:
        
Westbank First Nation shall provide fair compensation to the interest holder and a mechanism to resolve disputes in relation to compensation it pays; and
the following interests in Westbank Lands are not subject to Westbank expropriations:
            
interests obtained pursuant to section 35 of the Indian Act; and
interests in Westbank Lands held by Canada.



",x westbank land land management title interest westbank land expropriation community purpose westbank jurisdiction relation expropriation interest westbank land community purpose subject following principle westbank shall provide fair compensation interest holder mechanism resolve dispute relation compensation pay following interest westbank land subject westbank expropriation interest obtained pursuant indian act interest westbank land held canada
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Expropriation for Community Purposes,(83)(a),Westbank First Nation shall provide fair compensation to the interest holder and a mechanism to resolve disputes in relation to compensation it pays; and,x westbank land land management title interest westbank land expropriation community purpose westbank shall provide fair compensation interest holder mechanism resolve dispute relation compensation pay
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Expropriation for Community Purposes,(b),"the following interests in Westbank Lands are not subject to Westbank expropriations:
            
interests obtained pursuant to section 35 of the Indian Act; and
interests in Westbank Lands held by Canada.

",x westbank land land management title interest westbank land expropriation community purpose following interest westbank land subject westbank expropriation interest obtained pursuant indian act interest westbank land held canada
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Expropriation for Community Purposes,(b)(i),interests obtained pursuant to section 35 of the Indian Act; and,x westbank land land management title interest westbank land expropriation community purpose interest obtained pursuant indian act
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Expropriation for Community Purposes,(b)(ii),interests in Westbank Lands held by Canada.,x westbank land land management title interest westbank land expropriation community purpose interest westbank land held canada
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Access,(84),The exercise of jurisdiction by Westbank First Nation in relation to access to Westbank Lands shall not prevent those persons with rights or interests in Westbank Lands from being able to access those lands associated with those rights or interests.,x westbank land land management title interest westbank land access exercise jurisdiction westbank relation access westbank land shall prevent person right interest westbank land able access land associated right interest
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Access,(85),"

Persons acting in an official capacity pursuant to lawful authority shall have access to Westbank Lands. Such access shall be without charge except as provided for under the lawful authority for access. Such persons shall comply with Westbank Law enacted pursuant to subsection 103(h) where such compliance does not unduly interfere with the carrying out of their duties. Subject to subsection107(b), Canada shall give prior notice of the exercise of such access to Council when it is reasonable to do so.
Peace officers, federal investigators and law enforcement officers carrying out duties under the law of Canada are not required to provide notice as referred to in subsection 107(a).

",x westbank land land management title interest westbank land access person acting official capacity pursuant lawful authority shall access westbank land access shall without charge except provided lawful authority access person shall comply westbank law enacted pursuant h compliance unduly interfere carrying duty subject subsectionb canada shall give prior notice exercise access council reasonable peace officer federal investigator law enforcement officer carrying duty law canada required provide notice referred
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Access,(85)(a),"Persons acting in an official capacity pursuant to lawful authority shall have access to Westbank Lands. Such access shall be without charge except as provided for under the lawful authority for access. Such persons shall comply with Westbank Law enacted pursuant to subsection 103(h) where such compliance does not unduly interfere with the carrying out of their duties. Subject to subsection107(b), Canada shall give prior notice of the exercise of such access to Council when it is reasonable to do so.",x westbank land land management title interest westbank land access person acting official capacity pursuant lawful authority shall access westbank land access shall without charge except provided lawful authority access person shall comply westbank law enacted pursuant h compliance unduly interfere carrying duty subject subsectionb canada shall give prior notice exercise access council reasonable
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Access,(b),"Peace officers, federal investigators and law enforcement officers carrying out duties under the law of Canada are not required to provide notice as referred to in subsection 107(a).",x westbank land land management title interest westbank land access peace officer federal investigator law enforcement officer carrying duty law canada required provide notice referred
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Treatment of Interests in Westbank Lands on Marriage Breakdown,,"

Westbank First Nation has jurisdiction in relation to treatment of interests in Westbank Lands on marriage breakdown involving at least one Member and shall enact a law within twelve months of the Effective Date setting out rules and procedures applicable on the breakdown of a marriage to use, occupancy and possession of Westbank Lands and the division of interests in these lands.
For greater certainty, the laws referred to in subsection 108(a) shall not discriminate on the basis of sex but may distinguish as between Members and non-Members for the purpose of determining what type of interest in Westbank Lands may be held by an individual.
Any dispute between Canada and Westbank First Nation in respect of this section shall be subject to arbitration following the rules provided in section 271.

",x westbank land land management title interest westbank land treatment interest westbank land marriage breakdown westbank jurisdiction relation treatment interest westbank land marriage breakdown involving least one member shall enact law within twelve month effective date setting rule procedure applicable breakdown marriage use occupancy possession westbank land division interest land greater certainty law referred shall discriminate basis sex may distinguish member nonmember purpose determining type interest westbank land may held individual dispute canada westbank respect shall subject arbitration following rule provided
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Treatment of Interests in Westbank Lands on Marriage Breakdown,(85)(a),"Westbank First Nation has jurisdiction in relation to treatment of interests in Westbank Lands on marriage breakdown involving at least one Member and shall enact a law within twelve months of the Effective Date setting out rules and procedures applicable on the breakdown of a marriage to use, occupancy and possession of Westbank Lands and the division of interests in these lands.",x westbank land land management title interest westbank land treatment interest westbank land marriage breakdown westbank jurisdiction relation treatment interest westbank land marriage breakdown involving least one member shall enact law within twelve month effective date setting rule procedure applicable breakdown marriage use occupancy possession westbank land division interest land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Treatment of Interests in Westbank Lands on Marriage Breakdown,(b),"For greater certainty, the laws referred to in subsection 108(a) shall not discriminate on the basis of sex but may distinguish as between Members and non-Members for the purpose of determining what type of interest in Westbank Lands may be held by an individual.",x westbank land land management title interest westbank land treatment interest westbank land marriage breakdown greater certainty law referred shall discriminate basis sex may distinguish member nonmember purpose determining type interest westbank land may held individual
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Treatment of Interests in Westbank Lands on Marriage Breakdown,(c),Any dispute between Canada and Westbank First Nation in respect of this section shall be subject to arbitration following the rules provided in section 271.,x westbank land land management title interest westbank land treatment interest westbank land marriage breakdown dispute canada westbank respect shall subject arbitration following rule provided
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Procedures to Transfer by Testamentary Disposition or Succession,,"

The Constitution shall include procedures that apply to the transfer, by testamentary disposition or succession, of any interest in Westbank Lands.
For greater certainty, the procedures in the Constitution referred to in subsection 109(a) shall not be considered an exercise of jurisdiction underPart  VIII.

",x westbank land land management title interest westbank land procedure transfer testamentary disposition succession constitution shall include procedure apply transfer testamentary disposition succession interest westbank land greater certainty procedure constitution referred shall considered exercise jurisdiction underpart viii
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Procedures to Transfer by Testamentary Disposition or Succession,(85)(a),"The Constitution shall include procedures that apply to the transfer, by testamentary disposition or succession, of any interest in Westbank Lands.",x westbank land land management title interest westbank land procedure transfer testamentary disposition succession constitution shall include procedure apply transfer testamentary disposition succession interest westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Procedures to Transfer by Testamentary Disposition or Succession,(b),"For greater certainty, the procedures in the Constitution referred to in subsection 109(a) shall not be considered an exercise of jurisdiction underPart  VIII.",x westbank land land management title interest westbank land procedure transfer testamentary disposition succession greater certainty procedure constitution referred shall considered exercise jurisdiction underpart viii
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Priority of Land and Land Management Law,,"Except as otherwise provided in this Agreement, in the event of a conflict between Westbank Law in relation to Westbank Lands and land management and federal law, Westbank Law shall prevail to the extent of the conflict.",x westbank land land management title interest westbank land priority land land management law except otherwise provided agreement event conflict westbank law relation westbank land land management federal law westbank law shall prevail extent conflict
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(86),"The Parties declare that it is of fundamental importance to maintain the amount and integrity of Westbank Lands, and they therefore agree, as a general principle, that Westbank Lands will not be expropriated.",x westbank land land management title interest westbank land federal expropriation party declare fundamental importance maintain amount integrity westbank land therefore agree general principle westbank land expropriated
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(87),"Notwithstanding the general principle against expropriation, interests in Westbank Lands may be expropriated in accordance with federal legislation:
        
only with the consent of the Governor-in-Council; and
only for the use of a federal department, agency or other entity as described in the legislation.

",x westbank land land management title interest westbank land federal expropriation notwithstanding general principle expropriation interest westbank land may expropriated accordance federal legislation consent governorincouncil use federal department agency entity described legislation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(87)(a),only with the consent of the Governor-in-Council; and,x westbank land land management title interest westbank land federal expropriation consent governorincouncil
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(b),"only for the use of a federal department, agency or other entity as described in the legislation.",x westbank land land management title interest westbank land federal expropriation use federal department agency entity described legislation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,,The Governor-in-Council shall only consent to an expropriation of interests in Westbank Lands if the expropriation is justifiable in accordance with section 114 and necessary for a federal public purpose that serves the national interest.,x westbank land land management title interest westbank land federal expropriation governorincouncil shall consent expropriation interest westbank land expropriation justifiable accordance necessary federal public purpose serf national interest
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(88),"The Governor in Council shall not consent to an expropriation unless satisfied that:
        
alternatives to expropriation have been considered and such alternatives are not reasonably feasible;
there are no non-Westbank Lands reasonably available;
reasonable efforts have been made to acquire the interest in land through agreement with Westbank First Nation;
the interest being taken is the smallest reasonably necessary and the term for which it is taken is the shortest reasonably required; and
Westbank First Nation has been provided with information relevant to the expropriation.

",x westbank land land management title interest westbank land federal expropriation governor council shall consent expropriation unless satisfied alternative expropriation considered alternative reasonably feasible nonwestbank land reasonably available reasonable effort made acquire interest land agreement westbank interest taken smallest reasonably necessary term taken shortest reasonably required westbank provided information relevant expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(88)(a),alternatives to expropriation have been considered and such alternatives are not reasonably feasible;,x westbank land land management title interest westbank land federal expropriation alternative expropriation considered alternative reasonably feasible
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(b),there are no non-Westbank Lands reasonably available;,x westbank land land management title interest westbank land federal expropriation nonwestbank land reasonably available
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(c),reasonable efforts have been made to acquire the interest in land through agreement with Westbank First Nation;,x westbank land land management title interest westbank land federal expropriation reasonable effort made acquire interest land agreement westbank
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(d),the interest being taken is the smallest reasonably necessary and the term for which it is taken is the shortest reasonably required; and,x westbank land land management title interest westbank land federal expropriation interest taken smallest reasonably necessary term taken shortest reasonably required
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(e),Westbank First Nation has been provided with information relevant to the expropriation.,x westbank land land management title interest westbank land federal expropriation westbank provided information relevant expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,,"Prior to the Governor-in-Council issuing an order consenting to the expropriation of Westbank Lands, Canada shall make public a report on the reasons justifying the expropriation and the steps taken in satisfaction of this expropriation procedure and shall provide a copy of the report to Westbank First Nation.",x westbank land land management title interest westbank land federal expropriation prior governorincouncil issuing order consenting expropriation westbank land canada shall make public report reason justifying expropriation step taken satisfaction expropriation procedure shall provide copy report westbank
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(89),"Where Westbank First Nation objects to a proposed expropriation, it may refer the issue to a mediator under Part XXX within 60 days of receiving a copy of the report referred to in section 115.",x westbank land land management title interest westbank land federal expropriation westbank object proposed expropriation may refer issue mediator xxx within day receiving copy report referred
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(90),"An order of the Governor-in-Council consenting to the expropriation shall not be issued earlier than:
        
(a) the end of the 60 day period referred to in section 116; and
(b) the day the opinion or recommendation of the mediator is released, where Westbank First Nation referred the proposed expropriation to a mediator under section 116.

",x westbank land land management title interest westbank land federal expropriation order governorincouncil consenting expropriation shall issued earlier end day period referred b day opinion recommendation mediator released westbank referred proposed expropriation mediator
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(90)(a),(a) the end of the 60 day period referred to in section 116; and,x westbank land land management title interest westbank land federal expropriation end day period referred
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Federal Expropriation,(b),"(b) the day the opinion or recommendation of the mediator is released, where Westbank First Nation referred the proposed expropriation to a mediator under section 116.",x westbank land land management title interest westbank land federal expropriation b day opinion recommendation mediator released westbank referred proposed expropriation mediator
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,,"Where an interest in Westbank Lands is expropriated under sections 111 to 117, compensation shall be provided to Westbank First Nation consisting of:
        
land; and
any additional compensation required to achieve the total compensation determined under section 120.

",x westbank land land management title interest westbank land compensation canada interest westbank land expropriated section compensation shall provided westbank consisting land additional compensation required achieve total compensation determined
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(90)(a),land; and,x westbank land land management title interest westbank land compensation canada land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(b),any additional compensation required to achieve the total compensation determined under section 120.,x westbank land land management title interest westbank land compensation canada additional compensation required achieve total compensation determined
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,,Land provided to Westbank First Nation as compensation may be of an area that is less than the area of the land in which an interest has been expropriated only if the total area of the land comprised in Westbank Lands is not less following the expropriation than at the Effective Date.,x westbank land land management title interest westbank land compensation canada land provided westbank compensation may area le area land interest expropriated total area land comprised westbank land le following expropriation effective date
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(91),"The total compensation shall be determined taking into account the following factors:
        
the market value of the expropriated interest or of the land in which an interest has been expropriated;
the replacement value of any improvement to the land;
any expenses or losses resulting from a disturbance attributable to the expropriation;
any reduction in the value of any interest in Westbank Lands that is not expropriated;
any adverse effect on any cultural or other special value of the land to the Westbank First Nation; and
the value of any special economic advantage arising out of or incidental to the occupation or use of the land to the extent that value is not otherwise compensated.

",x westbank land land management title interest westbank land compensation canada total compensation shall determined taking account following factor market value expropriated interest land interest expropriated replacement value improvement land expense loss resulting disturbance attributable expropriation reduction value interest westbank land expropriated adverse effect cultural special value land westbank value special economic advantage arising incidental occupation use land extent value otherwise compensated
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(91)(a),the market value of the expropriated interest or of the land in which an interest has been expropriated;,x westbank land land management title interest westbank land compensation canada market value expropriated interest land interest expropriated
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(b),the replacement value of any improvement to the land;,x westbank land land management title interest westbank land compensation canada replacement value improvement land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(c),any expenses or losses resulting from a disturbance attributable to the expropriation;,x westbank land land management title interest westbank land compensation canada expense loss resulting disturbance attributable expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(d),any reduction in the value of any interest in Westbank Lands that is not expropriated;,x westbank land land management title interest westbank land compensation canada reduction value interest westbank land expropriated
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(e),any adverse effect on any cultural or other special value of the land to the Westbank First Nation; and,x westbank land land management title interest westbank land compensation canada adverse effect cultural special value land westbank
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(f),the value of any special economic advantage arising out of or incidental to the occupation or use of the land to the extent that value is not otherwise compensated.,x westbank land land management title interest westbank land compensation canada value special economic advantage arising incidental occupation use land extent value otherwise compensated
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,,"If the value and nature of the compensation cannot be agreed upon by Canada or the entity described in subsection 112(b) and Westbank First Nation, either party may refer a dispute on compensation to binding arbitration under Part XXX, other than for expropriation under the National Energy Board Act.",x westbank land land management title interest westbank land compensation canada value nature compensation agreed upon canada entity described b westbank either party may refer dispute compensation binding arbitration xxx expropriation national energy board act
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(92),"For expropriation under the National Energy Board Act:
        
disputes over compensation shall be referred to a board, committee, panel or other body authorized by the National Energy Board Act to settle disputes in respect of expropriation;
the board, committee, panel or other body referred to under subsection 122(a) shall include at least one nominee of Westbank First Nation; and
the board, committee, panel or other body referred to under subsection 122(a) shall be comprised of persons who have knowledge of, and experience related to the criteria set out in section 120.

",x westbank land land management title interest westbank land compensation canada expropriation national energy board act dispute compensation shall referred board committee panel body authorized national energy board act settle dispute respect expropriation board committee panel body referred shall include least one nominee westbank board committee panel body referred shall comprised person knowledge experience related criterion set
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(92)(a),"disputes over compensation shall be referred to a board, committee, panel or other body authorized by the National Energy Board Act to settle disputes in respect of expropriation;",x westbank land land management title interest westbank land compensation canada dispute compensation shall referred board committee panel body authorized national energy board act settle dispute respect expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(b),"the board, committee, panel or other body referred to under subsection 122(a) shall include at least one nominee of Westbank First Nation; and",x westbank land land management title interest westbank land compensation canada board committee panel body referred shall include least one nominee westbank
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(c),"the board, committee, panel or other body referred to under subsection 122(a) shall be comprised of persons who have knowledge of, and experience related to the criteria set out in section 120.",x westbank land land management title interest westbank land compensation canada board committee panel body referred shall comprised person knowledge experience related criterion set
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,,Any claim or encumbrance in respect of the interest expropriated may only be claimed against the amount of compensation that is otherwise payable to the person or entity whose interest is being expropriated.,x westbank land land management title interest westbank land compensation canada claim encumbrance respect interest expropriated may claimed amount compensation otherwise payable person entity whose interest expropriated
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Compensation by Canada,(93),"Interest on the compensation is payable from the date the expropriation takes effect, at the same rate as for prejudgment interest in the Supreme Court of British Columbia.",x westbank land land management title interest westbank land compensation canada interest compensation payable date expropriation take effect rate prejudgment interest supreme court british columbia
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Status of Westbank Lands,(94),"Where less than the full interest of the Westbank First Nation in Westbank Lands is expropriated:
        
the land retains its status as Westbank Lands;
the land remains subject to Westbank Law that is otherwise applicable, except to the extent that such Westbank Law is inconsistent with the expropriation; and,
Westbank First Nation may continue to use and occupy the land, except to the extent the use or occupation is inconsistent with the expropriation.

",x westbank land land management title interest westbank land status westbank land le full interest westbank westbank land expropriated land retains status westbank land land remains subject westbank law otherwise applicable except extent westbank law inconsistent expropriation westbank may continue use occupy land except extent use occupation inconsistent expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Status of Westbank Lands,(94)(a),the land retains its status as Westbank Lands;,x westbank land land management title interest westbank land status westbank land land retains status westbank land
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Status of Westbank Lands,(b),"the land remains subject to Westbank Law that is otherwise applicable, except to the extent that such Westbank Law is inconsistent with the expropriation; and,",x westbank land land management title interest westbank land status westbank land land remains subject westbank law otherwise applicable except extent westbank law inconsistent expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Status of Westbank Lands,(c),"Westbank First Nation may continue to use and occupy the land, except to the extent the use or occupation is inconsistent with the expropriation.",x westbank land land management title interest westbank land status westbank land westbank may continue use occupy land except extent use occupation inconsistent expropriation
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Status of Westbank Lands,,"Alternate lands accepted by Westbank First Nation from Canada as part of the compensation shall become Westbank Lands and shall be set apart by Canada as a reserve within the meaning of that term defined in the Indian Act, and as subsection 91(24) lands as set out in the Constitution Act, 1867.",x westbank land land management title interest westbank land status westbank land alternate land accepted westbank canada compensation shall become westbank land shall set apart canada reserve within meaning term defined indian act land set constitution act
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Reversion of Interest in Westbank Lands,(95),"Where an expropriated interest in Westbank Lands, which is less than the full interest of Westbank First Nation in Westbank Lands, is no longer required by Canada or the entity described in section 112(b) for the purpose for which it was expropriated, the interest in land shall revert to Westbank First Nation.",x westbank land land management title interest westbank land reversion interest westbank land expropriated interest westbank land le full interest westbank westbank land longer required canada entity described b purpose expropriated interest land shall revert westbank
Westbank First Nation Self-Government,2005,Part X - Westbank Lands and Land Management Title and Interests in Westbank Lands,Reversion of Interest in Westbank Lands,(96),"The Minister responsible for the expropriating department or agency may, without the consent of the Governor-in-Council, decide that the land is no longer required and determine the disposition of any improvements.",x westbank land land management title interest westbank land reversion interest westbank land minister responsible expropriating department agency may without consent governorincouncil decide land longer required determine disposition improvement
