Agreement,Year,Part,Section,Provision Reference,Provision Text,search_part,search_text
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",," 
Building on these investments, Budget 2022 proposes to provide a further $4 billion over seven years, starting in 2022-23, to Indigenous Services Canada and Crown-Indigenous Relations and Northern Affairs Canada to accelerate work in closing Indigenous housing gaps as follows:
      
$2.4 billion over five years to support First Nations housing on reserves;
$565 million over five years to support housing in First Nations Self-Governing and Modern Treaty Holders communities;
$845 million over seven years to support housing in Inuit communities; and
$190 million over seven years for housing in Métis communities.


",supporting strong healthy community investing housing indigenous community view impact assessment,building investment budget proposes provide billion seven year starting indigenous service canada crownindigenous relation northern affair canada accelerate work closing indigenous housing gap follows billion five year support first nation housing reserve million five year support housing first nation selfgoverning modern treaty holder community million seven year support housing inuit community million seven year housing métis community
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,$2.4 billion over five years to support First Nations housing on reserves;,supporting strong healthy community investing housing indigenous community view impact assessment,billion five year support first nation housing reserve
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,$565 million over five years to support housing in First Nations Self-Governing and Modern Treaty Holders communities;,supporting strong healthy community investing housing indigenous community view impact assessment,million five year support housing first nation selfgoverning modern treaty holder community
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,$845 million over seven years to support housing in Inuit communities; and,supporting strong healthy community investing housing indigenous community view impact assessment,million seven year support housing inuit community
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,$190 million over seven years for housing in Métis communities.,supporting strong healthy community investing housing indigenous community view impact assessment,million seven year housing métis community
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,"We also know that Indigenous peoples, regardless of where they live, face unique barriers to affordable housing.",supporting strong healthy community investing housing indigenous community view impact assessment,also know indigenous people regardless live face unique barrier affordable housing
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",," 
Budget 2022 proposes to invest $300 million over five years, starting in 2022-23, through the Canada Mortgage and Housing Corporation to co-develop and launch an Urban, Rural, and Northern Indigenous Housing Strategy.
",supporting strong healthy community investing housing indigenous community view impact assessment,budget proposes invest million five year starting canada mortgage housing corporation codevelop launch urban rural northern indigenous housing strategy
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,"Along with these new investments, the federal government will allocate $2 billion of the $20 billion provided for long-term reform of the First Nations Child and Family Services program to target the housing needs of First Nations children once a final settlement agreement is reached.",supporting strong healthy community investing housing indigenous community view impact assessment,along new investment federal government allocate billion billion provided longterm reform first nation child family service program target housing need first nation child final settlement agreement reached
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.2 Supporting Strong and Healthy Communities,"Investing in Housing for Indigenous Communities 
View the impact assessment
",,These measures will result in a combined $6.3 billion over seven years towards improving and expanding Indigenous housing in Canada.,supporting strong healthy community investing housing indigenous community view impact assessment,measure result combined billion seven year towards improving expanding indigenous housing canada
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,,,"As stewards and rights-holders of land and resources—and with a young, dynamic, and growing population—Indigenous communities play a vital role in our shared economic recovery and in achieving our long-term environmental goals. This path to shared prosperity, however, must be founded on a recognition of Indigenous peoples’ inherent right to self-determination.",advancing selfdetermination prosperity,steward rightsholders land resources—and young dynamic growing population—indigenous community play vital role shared economic recovery achieving longterm environmental goal path shared prosperity however must founded recognition indigenous people ’ inherent right selfdetermination
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,,,"That is why Budget 2022 is investing to ensure the full implementation of the United Nations Declaration on the Rights of Indigenous Peoples Act, and taking steps to advance Indigenous climate leadership. Budget 2022 also proposes investments to help position Indigenous communities to seize economic opportunities, including in key sectors like tourism and natural resources.",advancing selfdetermination prosperity,budget investing ensure full implementation united nation declaration right indigenous people act taking step advance indigenous climate leadership budget also proposes investment help position indigenous community seize economic opportunity including key sector like tourism natural resource
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Implementing the United Nations Declaration on the Rights of Indigenous Peoples Act
View the impact assessment
",,"The coming into force of the United Nations Declaration on the Rights of Indigenous Peoples Act marked a historic milestone in Canada’s collective journey towards reconciliation—one rooted in the recognition of rights, respect, cooperation, and partnership. The federal government remains committed to the Act’s full and effective implementation, in partnership with Indigenous peoples.",advancing selfdetermination prosperity implementing united nation declaration right indigenous people act view impact assessment,coming force united nation declaration right indigenous people act marked historic milestone canada ’ collective journey towards reconciliation—one rooted recognition right respect cooperation partnership federal government remains committed act ’ full effective implementation partnership indigenous people
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Implementing the United Nations Declaration on the Rights of Indigenous Peoples Act
View the impact assessment
",," 
To this end, Budget 2022 proposes to provide $65.8 million over five years, starting in 2022-23, and $11 million ongoing, to Justice Canada and Natural Resources Canada to accelerate work to meet legislated requirements, including the co-development of an action plan with Indigenous partners.
",advancing selfdetermination prosperity implementing united nation declaration right indigenous people act view impact assessment,end budget proposes provide million five year starting million ongoing justice canada natural resource canada accelerate work meet legislated requirement including codevelopment action plan indigenous partner
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Implementing the United Nations Declaration on the Rights of Indigenous Peoples Act
View the impact assessment
",," 
To complement this work, Budget 2022 also proposes $9.5 million over five years, starting in 2022-23, to the Department of National Defence to align its operations and engagement with Indigenous peoples with the Act.
",advancing selfdetermination prosperity implementing united nation declaration right indigenous people act view impact assessment,complement work budget also proposes million five year starting department national defence align operation engagement indigenous people act
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Legislative Changes to Support Self-Determination,,Building strong Indigenous nations requires strong Indigenous governments and Indigenous-led institutions. This is why Budget 2022 affirms the federal government’s commitment to make legislative changes that will help move beyond colonial systems to advance Indigenous self-determination.,advancing selfdetermination prosperity legislative change support selfdetermination,building strong indigenous nation requires strong indigenous government indigenousled institution budget affirms federal government ’ commitment make legislative change help move beyond colonial system advance indigenous selfdetermination
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Legislative Changes to Support Self-Determination,," 
Budget 2022 announces the government’s intention to replace the First Nations Land Management Act—which empowers First Nations to opt out of Indian Act provisions related to land management and replace them with their own laws—with the Framework Agreement on First Nation Land Management Act. This shorter, simpler legislation will continue to advance the First Nations Land Management Regime by giving force of law to the nation-to-nation Framework Agreement on First Nation Land Management.
",advancing selfdetermination prosperity legislative change support selfdetermination,budget announces government ’ intention replace first nation land management act—which empowers first nation opt indian act provision related land management replace laws—with framework agreement first nation land management act shorter simpler legislation continue advance first nation land management regime giving force law nationtonation framework agreement first nation land management
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Legislative Changes to Support Self-Determination,," 
Budget 2022 also announces the government’s intention to enact the Anishinabek Nation Governance Agreement Act, which will create the Anishinabek Nation Government and community-level governments for participating First Nations, marking the first core self-governance agreement in Ontario.
",advancing selfdetermination prosperity legislative change support selfdetermination,budget also announces government ’ intention enact anishinabek nation governance agreement act create anishinabek nation government communitylevel government participating first nation marking first core selfgovernance agreement ontario
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Indigenous Climate Leadership

View the impact assessment
",,"Climate change has exacerbated existing vulnerabilities for Indigenous peoples, including flooding, wildfires, permafrost thaw, and threats to local food sources. As Indigenous peoples and their ancestors have long been the stewards and managers of the lands and waters that make-up Canada’s ecosystem, Indigenous peoples are critical partners to conversations about addressing climate change at all levels of Canadian Society. That is why Indigenous climate leadership, through a strong nation-to-nation, Inuit-Crown, and government-to-government relationship is a cornerstone of Canada’s 2020 strengthened climate plan.",advancing selfdetermination prosperity indigenous climate leadership view impact assessment,climate change exacerbated existing vulnerability indigenous people including flooding wildfire permafrost thaw threat local food source indigenous people ancestor long steward manager land water makeup canada ’ ecosystem indigenous people critical partner conversation addressing climate change level canadian society indigenous climate leadership strong nationtonation inuitcrown governmenttogovernment relationship cornerstone canada ’ strengthened climate plan
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Indigenous Climate Leadership

View the impact assessment
",," 
As announced in the 2030 Emissions Reduction Plan, Budget 2022 proposes to provide $29.6 million over three years, starting in 2022-23, to Crown-Indigenous Relations and Northern Affairs Canada to support the co-development of an Indigenous Climate Leadership Agenda to support self-determined action in addressing Indigenous peoples’ climate priorities. The funding will also support the phased implementation of distinctions-based climate strategies.
",advancing selfdetermination prosperity indigenous climate leadership view impact assessment,announced emission reduction plan budget proposes provide million three year starting crownindigenous relation northern affair canada support codevelopment indigenous climate leadership agenda support selfdetermined action addressing indigenous people ’ climate priority funding also support phased implementation distinctionsbased climate strategy
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Partnering with Indigenous Peoples in Natural Resource Projects 

View the impact assessment
",,"Many natural resource projects are located in or near Indigenous communities, including projects to develop the critical minerals that will be needed for Canada’s economy to reach net-zero by 2050. Investing in these partnerships early in the development of resources projects can ensure meaningful opportunities for Indigenous participation, as well as greater certainty for investors.",advancing selfdetermination prosperity partnering indigenous people natural resource project view impact assessment,many natural resource project located near indigenous community including project develop critical mineral needed canada ’ economy reach netzero investing partnership early development resource project ensure meaningful opportunity indigenous participation well greater certainty investor
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Partnering with Indigenous Peoples in Natural Resource Projects 

View the impact assessment
",," 
Budget 2022 proposes to provide $131.3 million over five years, starting in 2022-23, as follows:
            
$103.4 million over five years, starting in 2022-23, to Natural Resources Canada to develop a National Benefit-Sharing Framework, and the expansion of both the Indigenous Partnership Office and the Indigenous Natural Resource Partnerships program. At least $25 million of this funding should be dedicated to early engagement and Indigenous communities' capacity building to support their participation in the critical minerals strategy. These investments will provide opportunities for Indigenous communities to benefit from all types of natural resources projects, including critical minerals. 
$27.9 million over two years, starting in 2022-23, to Natural Resources Canada for the Line 3 and the Trans Mountain Expansion Project pipelines’ Indigenous Advisory and Monitoring Committees, to enable Indigenous communities to identify common priorities and provide informed advice on these projects.


",advancing selfdetermination prosperity partnering indigenous people natural resource project view impact assessment,budget proposes provide million five year starting follows million five year starting natural resource canada develop national benefitsharing framework expansion indigenous partnership office indigenous natural resource partnership program least million funding dedicated early engagement indigenous community capacity building support participation critical mineral strategy investment provide opportunity indigenous community benefit type natural resource project including critical mineral million two year starting natural resource canada line trans mountain expansion project pipeline ’ indigenous advisory monitoring committee enable indigenous community identify common priority provide informed advice project
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Partnering with Indigenous Peoples in Natural Resource Projects 

View the impact assessment
",,"$103.4 million over five years, starting in 2022-23, to Natural Resources Canada to develop a National Benefit-Sharing Framework, and the expansion of both the Indigenous Partnership Office and the Indigenous Natural Resource Partnerships program. At least $25 million of this funding should be dedicated to early engagement and Indigenous communities' capacity building to support their participation in the critical minerals strategy. These investments will provide opportunities for Indigenous communities to benefit from all types of natural resources projects, including critical minerals. ",advancing selfdetermination prosperity partnering indigenous people natural resource project view impact assessment,million five year starting natural resource canada develop national benefitsharing framework expansion indigenous partnership office indigenous natural resource partnership program least million funding dedicated early engagement indigenous community capacity building support participation critical mineral strategy investment provide opportunity indigenous community benefit type natural resource project including critical mineral
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Partnering with Indigenous Peoples in Natural Resource Projects 

View the impact assessment
",,"$27.9 million over two years, starting in 2022-23, to Natural Resources Canada for the Line 3 and the Trans Mountain Expansion Project pipelines’ Indigenous Advisory and Monitoring Committees, to enable Indigenous communities to identify common priorities and provide informed advice on these projects.",advancing selfdetermination prosperity partnering indigenous people natural resource project view impact assessment,million two year starting natural resource canada line trans mountain expansion project pipeline ’ indigenous advisory monitoring committee enable indigenous community identify common priority provide informed advice project
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Indigenous Economic Participation in Trans Mountain,,"Once completed, the Trans Mountain Expansion Project will be an integral part of Canada’s long term energy infrastructure. Over the life of the pipeline, the Trans Mountain Corporation will generate billions in cash flow. The federal government believes that Indigenous communities along the project corridor and marine shipping route should have the opportunity to participate in the economic opportunity created by the project. Indigenous economic participation in Trans Mountain can serve as a significant source of ongoing funds for those communities’ economic development and a further step in the development of an alternative model for Indigenous partnership in natural resource development in Canada.",advancing selfdetermination prosperity indigenous economic participation trans mountain,completed trans mountain expansion project integral canada ’ long term energy infrastructure life pipeline trans mountain corporation generate billion cash flow federal government belief indigenous community along project corridor marine shipping route opportunity participate economic opportunity created project indigenous economic participation trans mountain serve significant source ongoing fund community ’ economic development step development alternative model indigenous partnership natural resource development canada
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Indigenous Economic Participation in Trans Mountain,,"The federal government has been engaging with the Indigenous communities along the project corridor and marine shipping route and will announce, later this year, the next steps toward their participation in Trans Mountain.",advancing selfdetermination prosperity indigenous economic participation trans mountain,federal government engaging indigenous community along project corridor marine shipping route announce later year next step toward participation trans mountain
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Supporting Indigenous Businesses and Community Economic Development 

View the impact assessment
",,"Advancing reconciliation requires a commitment to Indigenous economic self-determination. With more than 50,000 Indigenous-owned businesses in Canada—and with many investing profits back into their communities—Indigenous economic development projects and community-owned businesses provide sustainable revenue streams that support a better, more prosperous future for generations to come. Together with support for the Indigenous tourism industry outlined in Chapter 2, the following community-level investments will support Indigenous communities’ contribution to Canada’s economic recovery.",advancing selfdetermination prosperity supporting indigenous business community economic development view impact assessment,advancing reconciliation requires commitment indigenous economic selfdetermination indigenousowned business canada—and many investing profit back communities—indigenous economic development project communityowned business provide sustainable revenue stream support better prosperous future generation come together support indigenous tourism industry outlined following communitylevel investment support indigenous community ’ contribution canada ’ economic recovery
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Supporting Indigenous Businesses and Community Economic Development 

View the impact assessment
",," 
Budget 2022 proposes to provide $150 million over five years, starting in 2022-23, to Indigenous Services Canada’s Lands and Economic Development Services Program and Community Opportunity Readiness Program, to advance shovel-ready economic opportunities in Indigenous communities.
",advancing selfdetermination prosperity supporting indigenous business community economic development view impact assessment,budget proposes provide million five year starting indigenous service canada ’ land economic development service program community opportunity readiness program advance shovelready economic opportunity indigenous community
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Supporting Indigenous Businesses and Community Economic Development 

View the impact assessment
",," 
To complement the above, Budget 2022 also proposes to provide $15 million over five years, starting in 2022-23, to the Canadian Northern Economic Development Agency to support Indigenous economic development in the North.
",advancing selfdetermination prosperity supporting indigenous business community economic development view impact assessment,complement budget also proposes provide million five year starting canadian northern economic development agency support indigenous economic development north
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Supporting Indigenous Businesses and Community Economic Development 

View the impact assessment
",," 
To ensure that all communities are well positioned to benefit from these investments, Budget 2022 also proposes to provide $35 million over five years, starting in 2022-23, to Indigenous Services Canada to increase economic capacity supports, including specialized training opportunities delivered by Indigenous-led organizations.
",advancing selfdetermination prosperity supporting indigenous business community economic development view impact assessment,ensure community well positioned benefit investment budget also proposes provide million five year starting indigenous service canada increase economic capacity support including specialized training opportunity delivered indigenousled organization
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Supporting Indigenous Businesses and Community Economic Development 

View the impact assessment
",,"We also know that the cumulative effects of multiple waves of COVID-19 have had a significant impact on Indigenous businesses, with more than 75 per cent of businesses surveyed by the Canadian Council for Aboriginal Business reporting decreases in revenues as a direct result of the pandemic.",advancing selfdetermination prosperity supporting indigenous business community economic development view impact assessment,also know cumulative effect multiple wave covid significant impact indigenous business per cent business surveyed canadian council aboriginal business reporting decrease revenue direct result pandemic
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,"Supporting Indigenous Businesses and Community Economic Development 

View the impact assessment
",," 
To further support Indigenous small and medium-size enterprises, Budget 2022 proposes to forgive up to 50 per cent of the COVID-Indigenous Business Initiative loans that supported businesses in need during the pandemic. This action will help ensure that Indigenous-owned businesses are positioned for long-term success.
",advancing selfdetermination prosperity supporting indigenous business community economic development view impact assessment,support indigenous small mediumsize enterprise budget proposes forgive per cent covidindigenous business initiative loan supported business need pandemic action help ensure indigenousowned business positioned longterm success
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Advancing Tax Jurisdiction for Indigenous Governments,,"Since 1998, the federal government has entered into 61 tax jurisdiction agreements with Indigenous governments, generating important revenues that support community priorities and advance self-determination.",advancing selfdetermination prosperity advancing tax jurisdiction indigenous government,since federal government entered tax jurisdiction agreement indigenous government generating important revenue support community priority advance selfdetermination
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Advancing Tax Jurisdiction for Indigenous Governments,,The government confirms its commitment to negotiating agreements with interested Indigenous governments to enable the implementation of a First Nations Goods and Services Tax within their settlement lands or reserves. The government also confirms its commitment to working with interested self-governing Indigenous governments to enable them to implement personal income taxes within their settlement lands.,advancing selfdetermination prosperity advancing tax jurisdiction indigenous government,government confirms commitment negotiating agreement interested indigenous government enable implementation first nation good service tax within settlement land reserve government also confirms commitment working interested selfgoverning indigenous government enable implement personal income tax within settlement land
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Advancing Tax Jurisdiction for Indigenous Governments,,"As committed in Budget 2021, the government will work with Indigenous groups and organizations on a potential fuel, alcohol, cannabis, and tobacco (FACT) sales tax framework as an additional option for Indigenous governments to exercise tax jurisdiction.",advancing selfdetermination prosperity advancing tax jurisdiction indigenous government,committed budget government work indigenous group organization potential fuel alcohol cannabis tobacco fact sale tax framework additional option indigenous government exercise tax jurisdiction
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Advancing Tax Jurisdiction for Indigenous Governments,,The government has a continued interest in facilitating taxation arrangements between interested provinces or territories and Indigenous governments.,advancing selfdetermination prosperity advancing tax jurisdiction indigenous government,government continued interest facilitating taxation arrangement interested province territory indigenous government
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Advancing Tax Jurisdiction for Indigenous Governments,,"Note: Numbers may not add due to rounding.
          
1 2021-22 funding announced in Supplementary Estimate (C), 2021-22 
2 Announced in the 2030 Emissions Reduction Plan: Canada’s Next Steps for Clean Air and a Strong Economy, released on March 29, 2022.",advancing selfdetermination prosperity advancing tax jurisdiction indigenous government,note number may add due rounding funding announced supplementary estimate c announced emission reduction plan canada ’ next step clean air strong economy released march
"Chapter 7:
    Moving Forward on Reconciliation",2022,7.3 Advancing Self-Determination and Prosperity,Thank you for your help!,,"You will not receive a reply. For enquiries, please contact us.",advancing selfdetermination prosperity thank help,receive reply enquiry please contact u
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,Contact us,government,contact u
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,Departments and agencies,government,department agency
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,Public service and military ,government,public service military
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,News,government,news
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,"Treaties, laws and
          regulations",government,treaty law regulation
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,Government-wide reporting ,government,governmentwide reporting
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,Prime Minister,government,prime minister
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,How government works,government,government work
"Chapter 7:
    Moving Forward on Reconciliation",2022,About government,,,Open government,government,open government
