Agreement,Year,Part,Section,Provision Reference,Provision Text,search_part,search_text
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Provincial expropriation,93.(0)(d),"if the expropriated property has a limited market because of its use, compensation may be based on the reasonable costs of rebuilding on another site.",land provincial expropriation,expropriated property limited market use compensation may based reasonable cost rebuilding another site
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Provincial expropriation,94.,Where a fee simple estate or less than a fee simple estate in a parcel of Tsawwassen Lands is expropriated by a Provincial Expropriating Authority:,land provincial expropriation,fee simple estate le fee simple estate parcel land expropriated provincial expropriating authority
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Provincial expropriation,94.(0)(a),the parcel retains its status as Tsawwassen Lands;,land provincial expropriation,parcel retains status land
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Provincial expropriation,94.(0)(b),the parcel remains subject to Tsawwassen Law except to the extent that the Tsawwassen Law is inconsistent with the use of the parcel of land for which the expropriation took place; and,land provincial expropriation,parcel remains subject law except extent law inconsistent use parcel land expropriation took place
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Provincial expropriation,94.(0)(c),"Tsawwassen First Nation or any interest holder may continue to use and occupy the parcel, except to the extent that such use or occupation is inconsistent with the use of the parcel of land for which the expropriation took place.",land provincial expropriation,interest holder may continue use occupy parcel except extent use occupation inconsistent use parcel land expropriation took place
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Provincial expropriation,95.,"Where an expropriated interest in Tsawwassen Lands is no longer required by a Provincial Expropriating Authority, the interest will be returned to Tsawwassen First Nation subject to terms to be negotiated at the time of the return.",land provincial expropriation,expropriated interest land longer required provincial expropriating authority interest returned subject term negotiated time return
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Mines and minerals under english bluff,96.,"The mines and minerals set out in Appendix C – 5 are not included in Tsawwassen Lands, and Canada will transfer those mines and minerals to British Columbia on the Effective Date.",land mine mineral english bluff,mine mineral set appendix c – included land canada transfer mine mineral british columbia effective date
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Mines and minerals under english bluff,97.,"Tsawwassen First Nation releases to Canada all of the rights and interests that Tsawwassen First Nation or Tsawwassen Members ever had, now have or may have in the future in the mines and minerals referred to in clause 96, and acknowledges that, on the Effective Date, those mines and minerals are no longer set apart for the use and benefit of Tsawwassen First Nation.",land mine mineral english bluff,release canada right interest member ever may future mine mineral referred clause acknowledges effective date mine mineral longer set apart use benefit
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Mines and minerals under english bluff,98.,"In consideration of the arrangement described in clause 96 and the release set out in clause 97, Canada will pay to Tsawwassen First Nation the sum of two million dollars ($2,000,000) on the Effective Date, the sufficiency of which Tsawwassen First Nation hereby acknowledges.",land mine mineral english bluff,consideration arrangement described clause release set clause canada pay sum two million dollar effective date sufficiency hereby acknowledges
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Accreted lands,99.,"For greater certainty, the water boundary fronting Tsawwassen Lands is the Natural Boundary.",land accreted land,greater certainty water boundary fronting land natural boundary
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Accreted lands,100.,Tsawwassen First Nation owns any lawful accretions to Tsawwassen Lands.,land accreted land,owns lawful accretion land
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Accreted lands,101.,"Where Tsawwassen First Nation provides to Canada and British Columbia notice confirming that there has been lawful accretion within the meaning of the Land Title Act to Tsawwassen Lands, then within 150 days the Parties will amend Appendix C– 4 in accordance with clause 11 of the Amendment chapter to reflect the change to the boundaries of Tsawwassen Lands and, if required, the Lieutenant Governor in Council will issue supplementary letters patent to reflect the change, if any, to the area of the Corporation of Delta.",land accreted land,provides canada british columbia notice confirming lawful accretion within meaning land title act land within day party amend appendix c– accordance clause amendment reflect change boundary land required lieutenant governor council issue supplementary letter patent reflect change area corporation delta
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Legal survey,102.,"Canada and British Columbia will, as agreed between them, pay the cost of initially surveying the boundaries of Tsawwassen Lands, and Other Tsawwassen Lands set out in Appendix E – 2.",land legal survey,canada british columbia agreed pay cost initially surveying boundary land land set appendix e –
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Legal survey,103.,"In those cases where adequate surveys do not already exist, before the Effective Date, or as soon as practicable after the Effective Date, Canada and British Columbia will register new survey plans in the Land Title Office and upon registration of those new survey plans, the Parties will amend Appendix C – 4 in accordance with clause 11 of the Amendment chapter to change the boundaries of Tsawwassen Lands.",land legal survey,case adequate survey already exist effective date soon practicable effective date canada british columbia register new survey plan land title office upon registration new survey plan party amend appendix c – accordance clause amendment change boundary land
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Contamined sites,104.,"The transfer of the Former Tsawwassen Reserve to Tsawwassen First Nation in accordance with this Agreement does not, in and of itself, result in British Columbia being liable in respect of any Contamination of such lands.",land contamined site,transfer former reserve accordance agreement result british columbia liable respect contamination land
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Contamined sites,105.,"In respect of provincial Crown lands transferred to Tsawwassen First Nation in accordance with this Agreement, to the best of British Columbia's knowledge those lands have not been used for a prescribed industrial or commercial purpose or any other purpose or activity prescribed under the Environmental Management Act, and British Columbia is not required to prepare or provide a Site Profile for those lands.",land contamined site,respect provincial crown land transferred accordance agreement best british columbia knowledge land used prescribed industrial commercial purpose purpose activity prescribed environmental management act british columbia required prepare provide site profile land
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Contamined sites,106.,Nothing in this Agreement precludes Tsawwassen First Nation from recovering the costs incurred in the inspection or remediation of any Contaminated Sites on the lands referred to in clause 105 from British Columbia or any other Person who may be determined to be a Responsible Person in respect of the Contamination of that site.,land contamined site,nothing agreement precludes recovering cost incurred inspection remediation contaminated site land referred clause british columbia person may determined responsible person respect contamination site
Tsawwassen First Nation Final Agreement,2007,Chapter 4 - Lands,Economic development capital fund,107.,"On the Effective Date, Canada will provide to Tsawwassen First Nation an amount, to be paid in accordance with clause 1 of the Capital Transfer and Negotiation Loan Repayment chapter, for the purpose of establishing an Economic Development Capital Fund. The value in 2006 of that amount is approximately $1,055,000.",land economic development capital fund,effective date canada provide amount paid accordance clause capital transfer negotiation loan repayment purpose establishing economic development capital fund value amount approximately
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,1.,On the Effective Date:,land title registration land land,effective date
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,1.(0)(a),the interests of Tsawwassen First Nation in Tsawwassen Lands and Other Tsawwassen Lands; and,land title registration land land,interest land land
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,1.(0)(b),"the interests referred to in Appendices D – 1 through D – 7,",land title registration land land,interest referred appendix – –
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,1.,"and any other interests subordinate to those interests will be registered, or will remain registered, in the Land Title Office in accordance with the requirements of the Land Title Act.",land title registration land land,interest subordinate interest registered remain registered land title office accordance requirement land title act
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,2.,"On registration of the indefeasible title to a parcel of Tsawwassen Lands the Registrar will make a notation on the indefeasible title that the parcel is Tsawwassen Lands and may be subject to conditions, provisos, restrictions, exceptions and reservations, in favour of Tsawwassen First Nation.",land title registration land land,registration indefeasible title parcel land registrar make notation indefeasible title parcel land may subject condition proviso restriction exception reservation favour
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,3.,"Registration, in accordance with clause 1, including the provision of a State of Title Certificate, will be at no cost to Tsawwassen First Nation or the holder of an interest referred to in clause 1, except for a Public Utility, other than Tsawwassen First Nation, with an interest referred to in Appendix D – 3.",land title registration land land,registration accordance clause including provision state title certificate cost holder interest referred clause except public utility interest referred appendix –
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Registration of tsawwassen lands and other tsawwassen lands,4.,"No title adverse to, or in derogation of, the title of the registered owner of a parcel of Tsawwassen Lands under the Land Title Act will be acquired by length of possession and, for greater certainty, subsection 23(4) of the Land Title Act does not apply in respect of Tsawwassen Lands.",land title registration land land,title adverse derogation title registered owner parcel land land title act acquired length possession greater certainty land title act apply respect land
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,5.,"Only Tsawwassen First Nation, in accordance with this chapter, may apply under the Land Title Act for cancellation of the registration of an indefeasible title to a parcel of Tsawwassen Lands.",land title cancellation indefeasible title,accordance may apply land title act cancellation registration indefeasible title parcel land
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,6.,"When applying under the Land Title Act, in accordance with this chapter, for the cancellation of the registration of an indefeasible title to a parcel of Tsawwassen Lands, Tsawwassen First Nation will provide to the Registrar an application for cancellation of the registration and any duplicate indefeasible title that may have been issued in respect of that parcel.",land title cancellation indefeasible title,applying land title act accordance cancellation registration indefeasible title parcel land provide registrar application cancellation registration duplicate indefeasible title may issued respect parcel
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,7.,"Upon receiving an application from Tsawwassen First Nation for cancellation of the registration of an indefeasible title to a parcel of Tsawwassen Lands under clauses 5 and 6, and if:",land title cancellation indefeasible title,upon receiving application cancellation registration indefeasible title parcel land clause
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,7.(0)(a),"the registered owner of the estate in fee simple to the parcel is Tsawwassen First Nation, a Tsawwassen Corporation or a Tsawwassen Public Institution;",land title cancellation indefeasible title,registered owner estate fee simple parcel corporation public institution
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,7.(0)(b),the registered owner consents; and,land title cancellation indefeasible title,registered owner consent
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,7.(0)(c),"the indefeasible title to the parcel is free and clear of all charges, except those in favour of Tsawwassen First Nation,",land title cancellation indefeasible title,indefeasible title parcel free clear charge except favour
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,7.,the Registrar will cancel the registration of the indefeasible title.,land title cancellation indefeasible title,registrar cancel registration indefeasible title
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Cancellation of indefeasible title,8.,The Land Title Act will not apply to a parcel of Tsawwassen Lands for which the indefeasible title under the Land Title Act has been cancelled under that Act in accordance with this Agreement.,land title cancellation indefeasible title,land title act apply parcel land indefeasible title land title act cancelled act accordance agreement
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,9.,Provincial Settlement Legislation will amend the Land Title Act:,land title amendment land title act,provincial settlement legislation amend land title act
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,9.(0)(a),to give effect to this Agreement;,land title amendment land title act,give effect agreement
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,9.(0)(b),to require that a Certificate of Transfer issued in accordance with Tsawwassen Law be submitted to the Registrar before the transfer of a fee simple interest may be registered in respect of Tsawwassen Lands; and,land title amendment land title act,require certificate transfer issued accordance law submitted registrar transfer fee simple interest may registered respect land
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,9.(0)(c),"so that, under that Act, the position of the Tsawwassen First Nation and the Tsawwassen Government in relation to Tsawwassen Lands is analogous, as may be applicable, to:
	
	
the Crown and the provincial government in relation to Crown land, or
a municipality and its council, a regional district and its board or an improvement district and its board of trustees, in relation to lands in a municipality, regional district or improvement district.

",land title amendment land title act,act position government relation land analogous may applicable crown provincial government relation crown land municipality council regional district board improvement district board trustee relation land municipality regional district improvement district
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,9.(0)(c)(i),"the Crown and the provincial government in relation to Crown land, or",land title amendment land title act,crown provincial government relation crown land
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,9.(0)(c)(ii),"a municipality and its council, a regional district and its board or an improvement district and its board of trustees, in relation to lands in a municipality, regional district or improvement district.",land title amendment land title act,municipality council regional district board improvement district board trustee relation land municipality regional district improvement district
Tsawwassen First Nation Final Agreement,2007,Chapter 5 - Land title,Amendment to the land title act,10.,"The Registrar is entitled to rely on, and is not required to make any inquiries in respect of, the matters certified in the Certificate of Transfer.",land title amendment land title act,registrar entitled rely required make inquiry respect matter certified certificate transfer
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.,Tsawwassen Government may make laws in respect of:,land management power make law,government may make law respect
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(a),"the creation, ownership and Disposition of a Tsawwassen Fee Simple Interest;",land management power make law,creation ownership disposition fee simple interest
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(b),"the ownership and Disposition of estates or interests in Tsawwassen Lands including:
	
	
fee simple interests;
mortgages;
leases;
licences, permits, easements and rights of way, including rights of way and covenants similar to those in sections 218 and 219 of the Land Title Act; and
any conditions or restrictions on such estates or interests.

",land management power make law,ownership disposition estate interest land including fee simple interest mortgage lease licence permit easement right way including right way covenant similar section land title act condition restriction estate interest
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(b)(i),fee simple interests;,land management power make law,fee simple interest
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(b)(ii),mortgages;,land management power make law,mortgage
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(b)(iii),leases;,land management power make law,lease
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(b)(iv),"licences, permits, easements and rights of way, including rights of way and covenants similar to those in sections 218 and 219 of the Land Title Act; and",land management power make law,licence permit easement right way including right way covenant similar section land title act
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(b)(v),any conditions or restrictions on such estates or interests.,land management power make law,condition restriction estate interest
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(c),"the ownership and Disposition of rights of access to any Tsawwassen Lands to certain Tsawwassen Members for cultural purposes, including gathering, and the recording of such rights of access by Tsawwassen First Nation in accordance with arrangements made by Tsawwassen First Nation with interest holders on Tsawwassen Lands;",land management power make law,ownership disposition right access land certain member cultural purpose including gathering recording right access accordance arrangement made interest holder land
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(d),"the management and use of Tsawwassen Lands, including planning, zoning and development;",land management power make law,management use land including planning zoning development
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(e),"the establishment and operation of a Tsawwassen First Nation land title or land registry system:
	
	
for Tsawwassen Lands that are not registered in the Land Title Office; or
for interests that are not recognized under Federal or Provincial Law;

",land management power make law,establishment operation land title land registry system land registered land title office interest recognized federal provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(e)(i),for Tsawwassen Lands that are not registered in the Land Title Office; or,land management power make law,land registered land title office
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(e)(ii),for interests that are not recognized under Federal or Provincial Law;,land management power make law,interest recognized federal provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(f),provision of services in relation to Tsawwassen Lands;,land management power make law,provision service relation land
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(g),"expropriation for public purposes or public works by Tsawwassen First Nation of estates or interests in Tsawwassen Lands, if Tsawwassen First Nation provides fair compensation to the owner of the estate or interest; and",land management power make law,expropriation public purpose public work estate interest land provides fair compensation owner estate interest
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,1.(0)(h),the approval of proposed developments on Tsawwassen Lands.,land management power make law,approval proposed development land
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,2.,"Despite subclause 1.g, Tsawwassen First Nation may not expropriate:",land management power make law,despite subclause g may expropriate
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,2.(0)(a),estates or interests granted or continued on the Effective Date where expropriation is precluded under the terms and conditions of those estates or interests;,land management power make law,estate interest granted continued effective date expropriation precluded term condition estate interest
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,2.(0)(b),estates or interests expropriated by Canada or British Columbia after the Effective Date; or,land management power make law,estate interest expropriated canada british columbia effective date
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,2.(0)(c),"estates or interests granted or continued on the Effective Date to a provincial ministry or agent of the provincial Crown or for the use of a Public Utility, whether or not an agent of the Crown, that would otherwise have authority to expropriate an estate or interest in land under provincial legislation or on whose behalf British Columbia may expropriate.",land management power make law,estate interest granted continued effective date provincial ministry agent provincial crown use public utility whether agent crown would otherwise authority expropriate estate interest land provincial legislation whose behalf british columbia may expropriate
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,3.,"For greater certainty, subclause 2.c describes an exception to the Tsawwassen Government law making authority in respect of expropriation and does not and is not intended to address the authority of a Provincial Expropriating Authority to expropriate under provincial legislation which authority is dealt with in the Lands chapter.",land management power make law,greater certainty subclause c describes exception government law making authority respect expropriation intended address authority provincial expropriating authority expropriate provincial legislation authority dealt land
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,4.,Tsawwassen Government may exercise authority over agriculture on Tsawwassen Lands through land use planning and zoning under subclause 1.d.,land management power make law,government may exercise authority agriculture land land use planning zoning subclause
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,5.,A Tsawwassen Law made under clause 1 prevails to the extent of a Conflict with a Federal or Provincial Law.,land management power make law,law made clause prevails extent conflict federal provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,6.,"Despite clause 5, a Federal or Provincial Law in respect of the division of matrimonial real property prevails to the extent of a Conflict with a Tsawwassen Law in respect of the division of matrimonial real property made under subclause 1.a or 1.b. For greater certainty, a Tsawwassen Law that may restrict the Disposition of real property to a Tsawwassen Member is not a Tsawwassen Law in respect of the division of matrimonial real property.",land management power make law,despite clause federal provincial law respect division matrimonial real property prevails extent conflict law respect division matrimonial real property made subclause b greater certainty law may restrict disposition real property member law respect division matrimonial real property
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,7.,"Despite clause 5, except in respect of the Former Tsawwassen Reserve and any other Tsawwassen Lands excluded from an agricultural land reserve designation, the Agricultural Land Commission Act prevails to the extent of a Conflict with a Tsawwassen Law made under subclause 1.d.",land management power make law,despite clause except respect former reserve land excluded agricultural land reserve designation agricultural land commission act prevails extent conflict law made subclause
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,8.,"Despite clause 5, a Federal or Provincial Law in relation to Environmental Assessment prevails to the extent of a Conflict with a Tsawwassen Law made under subclause 1.h.",land management power make law,despite clause federal provincial law relation environmental assessment prevails extent conflict law made subclause h
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,9.,"A Tsawwassen Law under subclause 1.a or 1.b in respect of estates or interests that are recognized under Federal or Provincial Law must be consistent with common law principles in respect of those interests and, for greater certainty, a Tsawwassen Law in respect of a Tsawwassen Fee Simple Interest is not inconsistent with common law principles.",land management power make law,law subclause b respect estate interest recognized federal provincial law must consistent common law principle respect interest greater certainty law respect fee simple interest inconsistent common law principle
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Power to make laws,10.,"Without limiting the scope of authority of Tsawwassen Government to make laws under this Agreement, before Tsawwassen Government makes a law under subclause 1.d, Tsawwassen First Nation will consult residents of Tsawwassen Lands who may be affected by the proposed law, through a process similar in principle to that required of a municipality undertaking similar law-making.",land management power make law,without limiting scope authority government make law agreement government make law subclause consult resident land may affected proposed law process similar principle required municipality undertaking similar lawmaking
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Proposed development,11.,"Despite any approval of a proposed development made by Tsawwassen First Nation under subclause 1.h, no Federal Project or Provincial Project on Tsawwassen Lands will proceed unless there has been compliance with any applicable Federal or Provincial Law in respect of Environmental Assessment.",land management proposed development,despite approval proposed development made subclause h federal project provincial project land proceed unless compliance applicable federal provincial law respect environmental assessment
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Proposed development,12.,"For greater certainty, Tsawwassen First Nation may establish administrative procedures for evaluating proposed developments referred to in subclause 1.h, including the environmental effects of the developments.",land management proposed development,greater certainty may establish administrative procedure evaluating proposed development referred subclause h including environmental effect development
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Provincial initiatives and land use processes,13.,"Nothing in this Agreement precludes Tsawwassen First Nation from participating in processes or institutions, including processes or institutions that may address matters of shared decision-making, or benefiting from future provincial programs, policies or initiatives of general application to First Nations as British Columbia develops a new relationship with First Nations.",land management provincial initiative land use process,nothing agreement precludes participating process institution including process institution may address matter shared decisionmaking benefiting future provincial program policy initiative general application nation british columbia develops new relationship nation
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Provincial initiatives and land use processes,14.,"Nothing in this Agreement precludes Tsawwassen First Nation from participating in, or benefiting from, federal or provincial benefit-sharing programs of general application, in accordance with general criteria established for those programs from time to time.",land management provincial initiative land use process,nothing agreement precludes participating benefiting federal provincial benefitsharing program general application accordance general criterion established program time time
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Provincial initiatives and land use processes,15.,"Nothing in this Agreement precludes Tsawwassen First Nation from entering into arrangements that are consistent with this Agreement, with willing third parties, in order to further economic opportunities for Tsawwassen First Nation.",land management provincial initiative land use process,nothing agreement precludes entering arrangement consistent agreement willing third party order economic opportunity
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Provincial initiatives and land use processes,16.,British Columbia will invite Tsawwassen First Nation to participate in any provincial land use planning process affecting Tsawwassen Territory on the following bases:,land management provincial initiative land use process,british columbia invite participate provincial land use planning process affecting territory following base
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Provincial initiatives and land use processes,16.(0)(a),"Tsawwassen First Nation will be consulted and may participate in the same capacity as a Local Government, a First Nation or as a member of the public, as the case may be; and",land management provincial initiative land use process,consulted may participate capacity local government member public case may
Tsawwassen First Nation Final Agreement,2007,Chapter 6 - Land management,Provincial initiatives and land use processes,16.(0)(b),British Columbia will provide Tsawwassen First Nation with the decision resulting from any such process and the reasons for that decision.,land management provincial initiative land use process,british columbia provide decision resulting process reason decision
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,General,1.,"Local Boundary Roads to the centre line, Tsawwassen Roads, and Local Roads are:",access general,local boundary road centre line road local road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,General,1.(0)(a),part of Tsawwassen Lands; and,access general,land
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,General,1.(0)(b),owned by Tsawwassen First Nation.,access general,owned
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Power to make laws,2.,Tsawwassen Government may make laws in respect of access to Tsawwassen Lands.,access power make law,government may make law respect access land
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Power to make laws,3.,A Tsawwassen Law made under clause 2 prevails to the extent of a Conflict with a Federal or Provincial Law.,access power make law,law made clause prevails extent conflict federal provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,4.,Tsawwassen First Nation is responsible for maintenance and repair of Tsawwassen Roads.,access road,responsible maintenance repair road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,5.,Tsawwassen Roads are open to the public unless designated otherwise by Tsawwassen First Nation.,access road,road open public unless designated otherwise
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,6.,"Tsawwassen First Nation may temporarily close Tsawwassen Roads for reasons of safety or public order, or for cultural reasons.",access road,may temporarily close road reason safety public order cultural reason
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,7.,Tsawwassen First Nation may permanently close a Tsawwassen Road.,access road,may permanently close road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,8.,"Before Tsawwassen First Nation permanently closes a Tsawwassen Road, Tsawwassen First Nation will:",access road,permanently close road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,8.(0)(a),provide public notice and an opportunity for affected Persons to make representations to Tsawwassen First Nation; and,access road,provide public notice opportunity affected person make representation
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Tsawwassen roads,8.(0)(b),notify the operators of Public Utilities whose facilities or works may be affected.,access road,notify operator public utility whose facility work may affected
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,9.,"Subject to clauses 10 and 11, the public will have the same right of access on Local Roads and Local Boundary Roads as they have on comparable roads in the adjoining municipality.",access local road local boundary road,subject clause public right access local road local boundary road comparable road adjoining municipality
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,10.,In respect of a Local Boundary Road:,access local road local boundary road,respect local boundary road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,10.(0)(a),"unless Tsawwassen Government and the council of the adjoining municipality agree otherwise, the Local Boundary Road will be kept open, maintained, kept in repair and improved by both parties; and",access local road local boundary road,unless government council adjoining municipality agree otherwise local boundary road kept open maintained kept repair improved party
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,10.(0)(b),"a Tsawwassen Law in respect of the Local Boundary Road or a portion of it, must be acceptable to the council of the adjoining municipality and a municipal bylaw affecting the Local Boundary Road or a portion of it, must be acceptable to Tsawwassen Government.",access local road local boundary road,law respect local boundary road portion must acceptable council adjoining municipality municipal bylaw affecting local boundary road portion must acceptable government
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,11.,In respect of a Local Road:,access local road local boundary road,respect local road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,11.(0)(a),"Tsawwassen First Nation will keep open, maintain, keep in repair and improve a Local Road to the same extent as would a municipality in respect of similar roads; and",access local road local boundary road,keep open maintain keep repair improve local road extent would municipality respect similar road
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,11.(0)(b),"before Tsawwassen First Nation seeks to close all or part of a Local Road to all or some types of traffic or to remove the dedication of the Local Road, Tsawwassen First Nation will:
	
	
provide public notice and an opportunity for affected Persons to make representations to Tsawwassen First Nation; and
notify the operators of Public Utilities whose facilities or works may be affected.

",access local road local boundary road,seek close local road type traffic remove dedication local road provide public notice opportunity affected person make representation notify operator public utility whose facility work may affected
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,11.(0)(b)(i),provide public notice and an opportunity for affected Persons to make representations to Tsawwassen First Nation; and,access local road local boundary road,provide public notice opportunity affected person make representation
Tsawwassen First Nation Final Agreement,2007,Chapter 7 - Access,Local roads and local boundary roads,11.(0)(b)(ii),notify the operators of Public Utilities whose facilities or works may be affected.,access local road local boundary road,notify operator public utility whose facility work may affected
