agreement,year,provisionNum,part,section,provisionText
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""International Tribunal"" means any international court, tribunal, committee, panel or other international body, mechanism or procedure, which has competence to determine or advise on Canada's compliance with an International Legal Obligation"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""Ogiimah"" means a Chief of a First Nation of the Anishinabek Nation"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""Ogiimak"" means the Chiefs of the First Nations of the Anishinabek Nation"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""Parties"" means the individual First Nations, the Anishinabek Nation and Canada"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""Reserve"" means:"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"a ""reserve"" as defined in the Indian Act of a First Nation"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"lands set apart by Canada in the future as a ""reserve"""
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""Transfer Payment"" means the monetary amount, payable by Canada, calculated pursuant to the Anishinabek Nation Fiscal Agreement"
Anishinabek Nation Governance Agreement,2019,1.1,Chapter 1,Definitions,"""Union of Ontario Indians"" means the body incorporated under the laws of the Province of Ontario or its successor"
Anishinabek Nation Governance Agreement,2019,1.2,Chapter 1,Interpretation,"This Agreement is governed by, construed and interpreted in accordance with the laws in force in the Province of Ontario."
Anishinabek Nation Governance Agreement,2019,1.3,Chapter 1,Interpretation,"For greater certainty, the Federal Court has jurisdiction to hear questions in relation to the interpretation or application of this Agreement."
Anishinabek Nation Governance Agreement,2019,1.4,Chapter 1,Interpretation,In this Agreement:
Anishinabek Nation Governance Agreement,2019,1.4(a),Chapter 1,Interpretation,"headings or sub-headings are for convenience only and do not form a part of this Agreement and in no way define, limit, alter or enlarge the scope or meaning of any provision"
Anishinabek Nation Governance Agreement,2019,1.4(b),Chapter 1,Interpretation,"a reference to a law includes any portion of that law and every amendment to it, every regulation or any portion of the regulation and any order made under it and any law enacted in substitution or in replacement of it"
Anishinabek Nation Governance Agreement,2019,1.4(c),Chapter 1,Interpretation,"unless otherwise clear from the context, wherever the singular is used, it will include the plural, and the use of the plural includes the singular"
Anishinabek Nation Governance Agreement,2019,1.4(d),Chapter 1,Interpretation,"unless otherwise clear from the context, the use of the word ""including"" means ""including, but not limited to"" and the use of the word ""includes"" means ""includes, but is not limited to"""
Anishinabek Nation Governance Agreement,2019,1.4(e),Chapter 1,Interpretation,"unless otherwise clear from the context, a reference to a chapter, section, sub-section or schedule refers to a chapter, section, sub-section or schedule of this Agreement"
Anishinabek Nation Governance Agreement,2019,1.4(f),Chapter 1,Interpretation,"the word ""or"" is used in its inclusive sense, such that, depending on the context, it could mean A or B, it could also mean A as well as B but not C, and it could also mean A as well as B as well as C and the word ""and"" is used in its joint sense meaning A and B and C but not any alone"
Anishinabek Nation Governance Agreement,2019,1.4(g),Chapter 1,Interpretation,"the word ""will"" denotes an obligation that, unless this Agreement provides to the contrary, must be carried out as soon as practicable once the relevant time becomes of the essence and ""may"" is permissive"
Anishinabek Nation Governance Agreement,2019,1.5,Chapter 1,Statutory Instruments Act,The Statutory Instruments Act does not apply to the laws of the First Nations or the Anishinabek Nation.
Anishinabek Nation Governance Agreement,2019,2.1,Chapter 2,Purpose,This Agreement provides for:
Anishinabek Nation Governance Agreement,2019,2.1(a),Chapter 2,Purpose,the establishment of an Anishinabek Nation Government with the power to enact laws and to address matters of common concern to First Nations
Anishinabek Nation Governance Agreement,2019,2.1(b),Chapter 2,Purpose,"the establishment of a new government-to-government relationship between the Parties within the framework of the Constitution Act, 1982"
Anishinabek Nation Governance Agreement,2019,2.1(c),Chapter 2,Purpose,the exercise of certain law-making powers and other authorities by the First Nations and the Anishinabek Nation
Anishinabek Nation Governance Agreement,2019,2.1(d),Chapter 2,Purpose,"the power of the First Nation Governments and the Anishinabek Nation Government to establish institutions, procedures and processes which help promote effective governance, economic prosperity, social well-being and healthy communities"
Anishinabek Nation Governance Agreement,2019,2.1(e),Chapter 2,Purpose,the establishment of a new intergovernmental financial relationship and fiscal arrangements to support the exercise of law-making powers and other authorities under this Agreement
Anishinabek Nation Governance Agreement,2019,2.1(f),Chapter 2,Purpose,its implementation
Anishinabek Nation Governance Agreement,2019,2.1(g),Chapter 2,Purpose,a framework for negotiating future self-government agreements between the Parties
Anishinabek Nation Governance Agreement,2019,2.1(h),Chapter 2,Purpose,other related matters
Anishinabek Nation Governance Agreement,2019,3.1,Chapter 3,Nature of This Agreement,"This Agreement is based on the recognition that the inherent right of self-government is an existing aboriginal right within the meaning of section 35 of the Constitution Act, 1982, without the Parties taking any position with respect to how an inherent right of self-government may be ultimately defined at law."
Anishinabek Nation Governance Agreement,2019,3.2,Chapter 3,Aboriginal and Treaty Rights,"This Agreement is not a treaty within the meaning of section 35 of the Constitution Act, 1982."
Anishinabek Nation Governance Agreement,2019,3.3,Chapter 3,Aboriginal and Treaty Rights,Nothing in this Agreement will be construed:
Anishinabek Nation Governance Agreement,2019,3.3(a),Chapter 3,Aboriginal and Treaty Rights,"so as to abrogate or derogate from the aboriginal or treaty rights of the Aboriginal peoples of Canada recognized and affirmed by section 35 of the Constitution Act, 1982
          or"
Anishinabek Nation Governance Agreement,2019,3.3(b),Chapter 3,Aboriginal and Treaty Rights,as satisfaction or fulfillment of any treaty obligations of Canada
Anishinabek Nation Governance Agreement,2019,3.4,Chapter 3,Aboriginal and Treaty Rights,"For greater certainty, nothing in this Agreement will determine or define any Aboriginal or treaty rights of the First Nations."
Anishinabek Nation Governance Agreement,2019,3.5,Chapter 3,Canadian Citizenship,"Nothing in this Agreement confers or denies, or is intended to confer or deny, rights of entry into Canada or grant Canadian citizenship."
Anishinabek Nation Governance Agreement,2019,3.6,Chapter 3,Fiduciary Relationship,The fiduciary relationship between Canada and each First Nation will continue after the Effective Date.
Anishinabek Nation Governance Agreement,2019,3.7,Chapter 3,Fiduciary Relationship,"As a First Nation exercises law-making power and other authority under this Agreement, fiduciary obligations of Canada to that First Nation will be as determined by jurisprudence respecting fiduciary relationships and fiduciary obligations."
Anishinabek Nation Governance Agreement,2019,3.8,Chapter 3,Canadian Charter of Rights and Freedoms,The Canadian Charter of Rights and Freedoms applies to each First Nations Government and the Anishinabek Nation Government in respect of all matters within their authority.
Anishinabek Nation Governance Agreement,2019,3.9,Chapter 3,Liability,A First Nation is not liable for anything done or omitted to be done by Canada or any person or entity authorized to act on behalf of Canada for matters:
Anishinabek Nation Governance Agreement,2019,3.9(a),Chapter 3,Liability,where there is no First Nation law-making power or other authority set out in this Agreement
Anishinabek Nation Governance Agreement,2019,3.9(b),Chapter 3,Liability,"where there has been no exercise of First Nation law-making power or other authority set out in this Agreement
          or"
Anishinabek Nation Governance Agreement,2019,3.9(c),Chapter 3,Liability,related to or arising from this Agreement and which occurred before the Effective Date
Anishinabek Nation Governance Agreement,2019,3.10,Chapter 3,Liability,The Anishinabek Nation is not liable in respect of anything done or omitted to be done by Canada or any person or entity authorized to act on behalf of Canada for matters:
Anishinabek Nation Governance Agreement,2019,3.10(a),Chapter 3,Liability,where there is no Anishinabek Nation law-making power or other authority set out in this Agreement
Anishinabek Nation Governance Agreement,2019,3.10(b),Chapter 3,Liability,"where there has been no exercise of Anishinabek Nation law-making power or other authority set out in this Agreement
          or"
Anishinabek Nation Governance Agreement,2019,3.10(c),Chapter 3,Liability,related to or arising from this Agreement and which occurred before the Effective Date
Anishinabek Nation Governance Agreement,2019,3.11,Chapter 3,Liability,Canada is not liable in respect of anything done or omitted to be done by a First Nation or any person or entity authorized to act on behalf of a First Nation for matters relating to a law-making power or other authority set out in this Agreement after a First Nation has exercised that law-making power or other authority.
Anishinabek Nation Governance Agreement,2019,3.12,Chapter 3,Liability,Canada is not liable in respect of anything done or omitted to be done by the Anishinabek Nation or any person or entity authorized to act on behalf of the Anishinabek Nation for matters relating to a law-making power or other authority set out in this Agreement after the Anishinabek Nation has exercised that law-making power or other authority.
Anishinabek Nation Governance Agreement,2019,3.13,Chapter 3,Indemnification,"Canada will indemnify a First Nation for any damage, cost, loss or liability suffered by that First Nation as a result of an act or omission described in section 3.9."
Anishinabek Nation Governance Agreement,2019,3.14,Chapter 3,Indemnification,"Canada will indemnify the Anishinabek Nation for any damage, cost, loss or liability suffered by the Anishinabek Nation as a result of an act or omission described in section 3.10."
Anishinabek Nation Governance Agreement,2019,3.15,Chapter 3,Indemnification,"A First Nation will indemnify Canada for any damage, cost, loss or liability suffered by Canada as a result of an act or omission described in section 3.11."
Anishinabek Nation Governance Agreement,2019,3.16,Chapter 3,Indemnification,"The Anishinabek Nation will indemnify Canada for any damage, cost, loss or liability suffered by Canada as a result of an act or omission described in section 3.12."
Anishinabek Nation Governance Agreement,2019,3.17,Chapter 3,Indemnification,"A party that is the subject of a claim, demand, action, or other proceeding that may give rise to a requirement to indemnify pursuant to this Agreement:"
Anishinabek Nation Governance Agreement,2019,3.17(a),Chapter 3,Indemnification,"will vigorously defend the claim, demand, action, or other proceeding"
Anishinabek Nation Governance Agreement,2019,3.17(b),Chapter 3,Indemnification,"will not settle or compromise the claim, demand, action, or other proceeding except with the consent of the party that granted the indemnity, which consent will not be arbitrarily or unreasonably withheld or delayed"
Anishinabek Nation Governance Agreement,2019,3.18,Chapter 3,No Restrictions,"Each First Nation and their E'Dbendaagzijig and the Anishinabek Nation will be eligible to participate in and benefit from any federal programs or services in accordance with criteria for such programs or services, to the extent that the First Nation, the Anishinabek Nation or any other entity authorized by the First Nation, has not assumed responsibility for the provision of a similar program or service under the Anishinabek Nation Fiscal Agreement or other agreement with Canada."
Anishinabek Nation Governance Agreement,2019,3.19,Chapter 3,No Restrictions,The E'Dbendaagzijig of the First Nations who are Canadian citizens or permanent residents of Canada continue to be entitled to all the rights and benefits of other Canadian citizens or permanent residents of Canada applicable to them from time to time.
Anishinabek Nation Governance Agreement,2019,3.20,Chapter 3,Challenging this Agreement,No Party will challenge the validity of any provision of this Agreement or the federal legislation that gives effect to this Agreement.
Anishinabek Nation Governance Agreement,2019,3.21,Chapter 3,Proof of Laws,The federal legislation giving effect to this Agreement will provide for judicial notice of the laws of the First Nations and the Anishinabek Nation.
Anishinabek Nation Governance Agreement,2019,3.22,Chapter 3,Proof of Laws,"In any proceeding, including judicial proceedings, evidence of a First Nation law or an Anishinabek Nation law may be given by the production of a copy of the law, certified to be a true copy by a person authorized by that First Nation or the Anishinabek Nation respectively, without proof of that person's signature or official title."
Anishinabek Nation Governance Agreement,2019,4.1,Chapter 4,Legal Status and Capacity,"The Anishinabek Nation is a distinct legal entity with the rights, powers and privileges of a natural person, including the legal capacity to:"
Anishinabek Nation Governance Agreement,2019,4.1(a),Chapter 4,Legal Status and Capacity,enter into agreements or contracts
Anishinabek Nation Governance Agreement,2019,4.1(b),Chapter 4,Legal Status and Capacity,"acquire, hold, lease or manage property or any interests therein"
Anishinabek Nation Governance Agreement,2019,4.1(c),Chapter 4,Legal Status and Capacity,"acquire, hold or dispose of bequests and gifts which are given to the Anishinabek Nation"
Anishinabek Nation Governance Agreement,2019,4.1(d),Chapter 4,Legal Status and Capacity, sue or be sued and to act on its own behalf in legal proceedings
Anishinabek Nation Governance Agreement,2019,4.1(e),Chapter 4,Legal Status and Capacity,"hold, spend, invest, raise or borrow money, and secure or guarantee the repayment of money borrowed"
Anishinabek Nation Governance Agreement,2019,4.1(f),Chapter 4,Legal Status and Capacity,apply to form corporations or other legal entities in accordance with federal or provincial laws
Anishinabek Nation Governance Agreement,2019,4.1(g),Chapter 4,Legal Status and Capacity,"create, operate, contribute to, or otherwise deal with trusts and act as trustee"
Anishinabek Nation Governance Agreement,2019,4.1(h),Chapter 4,Legal Status and Capacity,"do such other things as are ancillary to the exercise of its rights, powers and privileges under this Agreement"
Anishinabek Nation Governance Agreement,2019,4.2,Chapter 4,Anishinabek Nation Constitution,The Anishinabek Nation has adopted and will maintain a written constitution known as the Anishinaabe Chi-Naaknigewin.
Anishinabek Nation Governance Agreement,2019,4.3,Chapter 4,Anishinabek Nation Constitution,Each First Nation will approve the Anishinaabe Chi-Naaknigewin no later than the date it ratifies this Agreement.
Anishinabek Nation Governance Agreement,2019,4.4,Chapter 4,Anishinabek Nation Constitution,"The Anishinaabe Chi-Naaknigewin will address, among other things:"
Anishinabek Nation Governance Agreement,2019,4.4(a),Chapter 4,Anishinabek Nation Constitution,the establishment of the Anishinabek Nation Government including institutions and structures to support the exercise of law-making powers and other authorities under this Agreement
Anishinabek Nation Governance Agreement,2019,4.4(b),Chapter 4,Anishinabek Nation Constitution,the political and financial accountability of the Anishinabek Nation Government to the First Nations and the E'Dbendaagzijig
Anishinabek Nation Governance Agreement,2019,4.4(c),Chapter 4,Anishinabek Nation Constitution,"procedures for making, amending, publishing and providing access to Anishinabek Nation laws"
Anishinabek Nation Governance Agreement,2019,4.4(d),Chapter 4,Anishinabek Nation Constitution,delegation of authority other than law-making power
Anishinabek Nation Governance Agreement,2019,4.4(e),Chapter 4,Anishinabek Nation Constitution,procedures for appealing or challenging the validity or application of the laws of the Anishinabek Nation
Anishinabek Nation Governance Agreement,2019,4.4(f),Chapter 4,Anishinabek Nation Constitution,appeal and redress mechanisms
Anishinabek Nation Governance Agreement,2019,4.4(g),Chapter 4,Anishinabek Nation Constitution,mechanisms to enact conflict of interest rules
Anishinabek Nation Governance Agreement,2019,4.4(h),Chapter 4,Anishinabek Nation Constitution,amendment procedures
Anishinabek Nation Governance Agreement,2019,4.5,Chapter 4,Exercise of Law-Making Powers and Other Authorities,The Anishinabek Nation will exercise its law-making powers and other authorities under this Agreement through the Anishinabek Nation Government in a manner consistent with this Agreement.
Anishinabek Nation Governance Agreement,2019,4.6,Chapter 4,Exercise of Law-Making Powers and Other Authorities,The exercise of law-making powers and other authorities by the Anishinabek Nation under this Agreement will evolve over time.
Anishinabek Nation Governance Agreement,2019,4.7,Chapter 4,Exercise of Law-Making Powers and Other Authorities,The Anishinabek Nation laws enacted under this Agreement must be in writing and available to the public.
Anishinabek Nation Governance Agreement,2019,4.8,Chapter 4,Exercise of Law-Making Powers and Other Authorities,"The Anishinabek Nation will establish and maintain an official registry of its laws in English and, at the discretion of the Anishinabek Nation, in Anishinaabemowin."
Anishinabek Nation Governance Agreement,2019,4.9,Chapter 4,Exercise of Law-Making Powers and Other Authorities,"An Anishinabek Nation law enacted under this Agreement will not be considered void, invalid or unenforceable, nor will any person's liability under an Anishinabek Nation law be affected by reason only of a defect in form or failure of the Anishinabek Nation to comply with sections 4.8 or 4.10."
Anishinabek Nation Governance Agreement,2019,4.10,Chapter 4,Repository of Laws,The Anishinabek Nation Government will establish and maintain a repository containing official copies of the laws of the Anishinabek Nation and the First Nations enacted under this Agreement.
Anishinabek Nation Governance Agreement,2019,4.11,Chapter 4,Repository of Laws,"The Anishinabek Nation Government will provide any person with reasonable access to the repository by, among other means, posting the laws on the Anishinabek Nation Government's official website or such other electronic medium as may be available from time to time."
Anishinabek Nation Governance Agreement,2019,4.12,Chapter 4,Leadership Selection,The Anishinabek Nation has the power to enact laws with respect to the selection of the Anishinabek Nation Government representatives.
Anishinabek Nation Governance Agreement,2019,4.13,Chapter 4,Leadership Selection,"Except as set out in this Agreement, in the event of a Conflict between a federal law and an Anishinabek Nation law enacted pursuant to section 4.12, the Anishinabek Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,4.14,Chapter 4,Anishinabek Nation E'Dbendaagzijig Law,"The Anishinabek Nation has the power to enact laws with respect to the rights, privileges and responsibilities associated with being an E'Dbendaagzijig in the Anishinabek Nation."
Anishinabek Nation Governance Agreement,2019,4.15,Chapter 4,Anishinabek Nation E'Dbendaagzijig Law,A person who is an E'Dbendaagzijig of a First Nation is deemed to also be an E'Dbendaagzijig of the Anishinabek Nation.
Anishinabek Nation Governance Agreement,2019,4.16,Chapter 4,Anishinabek Nation E'Dbendaagzijig Law,The Anishinabek Nation will establish and maintain a list of all of its E'Dbendaagzijig.
Anishinabek Nation Governance Agreement,2019,4.17,Chapter 4,Anishinabek Nation E'Dbendaagzijig Law,"In the event of a Conflict between an Anishinabek Nation law enacted pursuant to section 4.14 and a First Nation law enacted pursuant to section 5.12, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,4.18,Chapter 4,Anishinabek Nation E'Dbendaagzijig Law,"Except as set out in this Agreement, in the event of a Conflict between a federal law and an Anishinabek Nation law enacted pursuant to section 4.14, the Anishinabek Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,4.19,Chapter 4,Culture and Language,"The Anishinabek Nation has the power to enact laws with respect to the preservation, promotion and development of Anishinabek culture and languages."
Anishinabek Nation Governance Agreement,2019,4.20,Chapter 4,Culture and Language,"In the event of a Conflict between an Anishinabek Nation law enacted pursuant to section 4.19 and a First Nation law enacted pursuant to section 5.20, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,4.21,Chapter 4,Culture and Language,"Except as set out in this Agreement, in the event of a Conflict between a federal law and an Anishinabek Nation law enacted pursuant to section 4.19, the Anishinabek Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,4.22,Chapter 4,Management and Operation,"The Anishinabek Nation has the power to enact laws with respect to the management and operation of the Anishinabek Nation Government, including laws for:"
Anishinabek Nation Governance Agreement,2019,4.22(a),Chapter 4,Management and Operation,"the financial administration of the Anishinabek Nation Government, including its financial accountability to its E'Dbendaagzijig"
Anishinabek Nation Governance Agreement,2019,4.22(b),Chapter 4,Management and Operation,"the powers, duties and responsibilities of officers, elected officials and appointees of the Anishinabek Nation Government"
Anishinabek Nation Governance Agreement,2019,4.22(c),Chapter 4,Management and Operation,the establishment and management and operation of Anishinaabe Institutions
Anishinabek Nation Governance Agreement,2019,4.22(d),Chapter 4,Management and Operation,access to information and the protection of privacy
Anishinabek Nation Governance Agreement,2019,4.22(e),Chapter 4,Management and Operation,"the examination, publication and scrutiny of regulations and other statutory instruments enacted by the First Nations or the Anishinabek Nation under this Agreement"
Anishinabek Nation Governance Agreement,2019,4.23,Chapter 4,Management and Operation,"The Anishinabek Nation may, in the exercise of law-making power under this Agreement, make laws with respect to the personal immunity from civil liability of employees, officers, elected officials or appointees of the Anishinabek Nation Government or Anishinaabe Institutions, provided that the Anishinabek Nation Government, as employer, retains vicarious liability for acts or omissions of employees, officers, elected officials or appointees of the Anishinabek Nation Government and Anishinaabe Institutions covered by the immunity."
Anishinabek Nation Governance Agreement,2019,4.24,Chapter 4,Management and Operation,"Except as set out in this Agreement, in the event of a Conflict between a federal law and an Anishinabek Nation law enacted pursuant to sections 4.22 or 4.23, the Anishinabek Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,4.25,Chapter 4,Management and Operation,An Anishinabek Nation law passed pursuant to sub-section 4.22 (d) will not provide access to personal information of a kind that is generally unavailable under federal or provincial law.
Anishinabek Nation Governance Agreement,2019,4.26,Chapter 4,Effective Date of Anishinabek Nation Law,"Except as set out in this Agreement, an Anishinabek Nation law will come into force at the beginning of the day following its enactment or such later date as may be set out in that law."
Anishinabek Nation Governance Agreement,2019,4.27,Chapter 4,Delegation of Authority by the Anishinabek Nation,"The Anishinabek Nation may delegate any of its authorities, except its law-making powers, under this Agreement to:"
Anishinabek Nation Governance Agreement,2019,4.27(a),Chapter 4,Delegation of Authority by the Anishinabek Nation,a department or office of the Anishinabek Nation Government
Anishinabek Nation Governance Agreement,2019,4.27(b),Chapter 4,Delegation of Authority by the Anishinabek Nation,an official identified in an Anishinabek Nation law
Anishinabek Nation Governance Agreement,2019,4.27(c),Chapter 4,Delegation of Authority by the Anishinabek Nation,"an Anishinaabe Institution
          or"
Anishinabek Nation Governance Agreement,2019,4.27(d),Chapter 4,Delegation of Authority by the Anishinabek Nation,any legal entity authorized by the Anishinabek Nation Government
Anishinabek Nation Governance Agreement,2019,4.28,Chapter 4,Delegation of Authority by the Anishinabek Nation,The terms and conditions associated with a delegation of authority by the Anishinabek Nation under section 4.27 will be set out in writing.
Anishinabek Nation Governance Agreement,2019,4.29,Chapter 4,Delegation of Authority by the Anishinabek Nation,The Anishinabek Nation will remain accountable to the First Nations and the E'Dbendaagzijig for the exercise of any authority it delegates.
Anishinabek Nation Governance Agreement,2019,4.30,Chapter 4,Delegation of Authority by the Anishinabek Nation,The recipient of an authority delegated under section 4.27 will be accountable to the Anishinabek Nation for the exercise of that authority and may not further delegate that authority.
Anishinabek Nation Governance Agreement,2019,4.31,Chapter 4,Delegation of Authority by the Anishinabek Nation,The Anishinabek Nation may enter into an agreement to receive a delegation of law-making power or other authority.
Anishinabek Nation Governance Agreement,2019,4.32,Chapter 4,Proposed Law or Decision,"The Anishinabek Nation will provide an opportunity to the E'Dbendaagzijig, and to any person who resides on a Reserve of a First Nation and who may be directly and significantly affected by any proposed law or Decision of the Anishinabek Nation under this Agreement, to make representations about that law or Decision in accordance with the principles of procedural fairness."
Anishinabek Nation Governance Agreement,2019,4.33,Chapter 4,Proposed Law or Decision,"An Anishinaabe Institution established by the Anishinabek Nation will provide an opportunity to the E'Dbendaagzijig, and to any person who resides on a Reserve of a First Nation and who may be directly and significantly affected by a proposed Decision of the Anishinaabe Institution, to make representations about that Decision in accordance with the principles of procedural fairness."
Anishinabek Nation Governance Agreement,2019,4.34,Chapter 4,Participation in Anishinaabe Institutions,"Where it establishes an Anishinaabe Institution, the Anishinabek Nation will provide an opportunity for the E'Dbendaagzijig, and for persons who reside on the Reserve of a First Nation and who may be directly and significantly affected by that Anishinaabe Institution, to participate in that Anishinaabe Institution. The means of participation will be set out at the time the Anishinaabe Institution is established."
Anishinabek Nation Governance Agreement,2019,4.35,Chapter 4,Appeal or Review of an Anishinabek Nation Decision,Where the Anishinabek Nation makes a Decision it will provide for the appeal or review of that Decision by any person who is directly and significantly affected.
Anishinabek Nation Governance Agreement,2019,4.36,Chapter 4,Appeal or Review of an Anishinabek Nation Decision,"Where an Anishinaabe Institution is established, the Anishinabek Nation law or other authority will also provide for the appeal or review of a Decision of that Anishinaabe Institution by any person who is directly and significantly affected."
Anishinabek Nation Governance Agreement,2019,4.37,Chapter 4,Anishinaabe Institution for the Appeal or Review of a Decision,The Anishinabek Nation may establish an Anishinaabe Institution to hear the appeal or review of a Decision.
Anishinabek Nation Governance Agreement,2019,5.1,Chapter 5,Legal Status and Capacity,"Each First Nation that ratifies this Agreement shall be a distinct legal entity with the rights, powers and privileges of a natural person, including the legal capacity to:"
Anishinabek Nation Governance Agreement,2019,5.1(a),Chapter 5,Legal Status and Capacity,enter into agreements or contracts
Anishinabek Nation Governance Agreement,2019,5.1(b),Chapter 5,Legal Status and Capacity,"acquire, hold, lease or manage property or any interests therein"
Anishinabek Nation Governance Agreement,2019,5.1(c),Chapter 5,Legal Status and Capacity,"acquire, hold or dispose of bequests and gifts which are given to that First Nation"
Anishinabek Nation Governance Agreement,2019,5.1(d),Chapter 5,Legal Status and Capacity,sue or be sued and to act on its own behalf in legal proceedings
Anishinabek Nation Governance Agreement,2019,5.1(e),Chapter 5,Legal Status and Capacity,"hold, spend, invest, raise or borrow money, and secure or guarantee the repayment of money borrowed"
Anishinabek Nation Governance Agreement,2019,5.1(f),Chapter 5,Legal Status and Capacity,apply to form corporations or other legal entities in accordance with federal or provincial laws
Anishinabek Nation Governance Agreement,2019,5.1(g),Chapter 5,Legal Status and Capacity,"create, operate, contribute to, or otherwise deal with trusts and act as trustee"
Anishinabek Nation Governance Agreement,2019,5.1(h),Chapter 5,Legal Status and Capacity,"do such other things as are ancillary to the exercise of its rights, powers and privileges under this Agreement"
Anishinabek Nation Governance Agreement,2019,5.2,Chapter 5,Constitutions of the First Nations,Each First Nation that ratifies this Agreement will maintain a written constitution.
Anishinabek Nation Governance Agreement,2019,5.3,Chapter 5,Constitutions of the First Nations,Each First Nation will ratify its constitution prior to the date it ratifies this Agreement.
Anishinabek Nation Governance Agreement,2019,5.4,Chapter 5,Constitutions of the First Nations,"The constitution of each First Nation will address, among other things:"
Anishinabek Nation Governance Agreement,2019,5.4(a),Chapter 5,Constitutions of the First Nations,the establishment of the First Nation Government including institutions and structures to support the exercise of law-making powers and other authorities under this Agreement
Anishinabek Nation Governance Agreement,2019,5.4(b),Chapter 5,Constitutions of the First Nations,the political and financial accountability of the First Nation Government to its E'Dbendaagzijig
Anishinabek Nation Governance Agreement,2019,5.4(c),Chapter 5,Constitutions of the First Nations,"procedures for making, amending, publishing and providing access to First Nation laws"
Anishinabek Nation Governance Agreement,2019,5.4(d),Chapter 5,Constitutions of the First Nations,delegation of law-making powers and other authorities
Anishinabek Nation Governance Agreement,2019,5.4(e),Chapter 5,Constitutions of the First Nations,procedures for appealing or challenging the validity or application of the laws of that First Nation
Anishinabek Nation Governance Agreement,2019,5.4(f),Chapter 5,Constitutions of the First Nations,appeal and redress mechanisms
Anishinabek Nation Governance Agreement,2019,5.4(g),Chapter 5,Constitutions of the First Nations,mechanisms to enact conflict of interest rules
Anishinabek Nation Governance Agreement,2019,5.4(h),Chapter 5,Constitutions of the First Nations,amendment procedures
Anishinabek Nation Governance Agreement,2019,5.5,Chapter 5,Exercise of Law-Making Powers and Other Authorities,Each First Nation that ratifies this Agreement will exercise its law-making powers and other authorities under this Agreement through its First Nation Government in a manner consistent with this Agreement.
Anishinabek Nation Governance Agreement,2019,5.6,Chapter 5,Exercise of Law-Making Powers and Other Authorities,The exercise of law-making powers and other authorities by a First Nation under this Agreement will evolve over time.
Anishinabek Nation Governance Agreement,2019,5.7,Chapter 5,Exercise of Law-Making Powers and Other Authorities,A First Nation law enacted under this Agreement must be in writing and available to the public.
Anishinabek Nation Governance Agreement,2019,5.8,Chapter 5,Exercise of Law-Making Powers and Other Authorities,Each First Nation that ratifies this Agreement will:
Anishinabek Nation Governance Agreement,2019,5.8(a),Chapter 5,Exercise of Law-Making Powers and Other Authorities,"establish and maintain an official registry of its laws in English and, at the discretion of the First Nation, in Anishinaabemowin"
Anishinabek Nation Governance Agreement,2019,5.8(b),Chapter 5,Exercise of Law-Making Powers and Other Authorities,"provide a copy of each law to the Anishinabek Nation, as soon as practicable after its enactment, for inclusion in the Anishinabek Nation repository of laws"
Anishinabek Nation Governance Agreement,2019,5.9,Chapter 5,Exercise of Law-Making Powers and Other Authorities,"A First Nation law enacted under this Agreement will not be considered void, invalid or unenforceable, nor will any person's liability under a First Nation law be affected by reason only of a defect in form or failure of a First Nation to comply with section 5.8."
Anishinabek Nation Governance Agreement,2019,5.10,Chapter 5,Leadership Selection,Each First Nation has the power to enact laws with respect to the selection of its First Nation Government representatives.
Anishinabek Nation Governance Agreement,2019,5.11,Chapter 5,Leadership Selection,"Except as set out in this Agreement, in the event of a Conflict between a federal law and a First Nation law enacted pursuant to section 5.10, the First Nation law will prevail to the extent of the Conflict."
Anishinabek Nation Governance Agreement,2019,5.12,Chapter 5,E'Dbendaagzijig Law,"Each First Nation has the power to enact laws with respect to the determination of its E'Dbendaagzijig and the rights, privileges and responsibilities associated with being an E'Dbendaagzijig in the First Nation."
Anishinabek Nation Governance Agreement,2019,5.13,Chapter 5,E'Dbendaagzijig Law,Each First Nation will establish and maintain a list of its E'Dbendaagzijig.
Anishinabek Nation Governance Agreement,2019,5.14,Chapter 5,E'Dbendaagzijig Law,A person who is a member of a First Nation immediately prior to the coming into force of an E'Dbendaagzijig law of a First Nation enacted under this Agreement will become an E'Dbendaagzijig of that First Nation after the E'Dbendaagzijig law comes into force.
