Agreement,Year,Part,Section,Provision Reference,Provision Text,search_part,search_text
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Making Our Communities and Workplaces More Accessible ,,"Every day, hundreds of thousands of Canadians with disabilities face accessibility challenges. Organizations
			want to become more accessible but osts can be prohibitive, especially for smaller organizations. The
			Enabling Accessibility Fund provides funding for renovation, construction, and retrofit projects—from
			building ramps, to support for the hearing impaired, to automatic door openers—that make communities and
			workplaces more accessible for persons with disabilities. To reduce barriers to employment, activities, and
			programs for persons with disabilities: ",equal canada making community workplace accessible,every day hundred thousand canadian disability face accessibility challenge organization want become accessible osts prohibitive especially smaller organization enabling accessibility fund provides funding renovation construction retrofit projects—from building ramp support hearing impaired automatic door openers—that make community workplace accessible person disability reduce barrier employment activity program person disability
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Making Our Communities and Workplaces More Accessible ,,"


					Budget 2021 proposes to provide additional funding of $100 million over two years, starting in
					2021-22, to Employment and Social Development Canada to triple funding for the Enabling
					Accessibility Fund and support small and mid-sized projects with not-for-profit organizations,
					women’s shelters, child care centres, small municipalities, Indigenous organizations,
					territorial governments, small businesses, and businesses of all sizes. This would help offset the
					costs of renovations, retrofits, and accessible technologies in workplaces.
					


Gender-Based Analysis+



",equal canada making community workplace accessible,budget proposes provide additional funding million two year starting employment social development canada triple funding enabling accessibility fund support small midsized project notforprofit organization woman ’ shelter child care centre small municipality indigenous organization territorial government small business business size would help offset cost renovation retrofit accessible technology workplace genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Greater Equality for LGBTQ2 Communities ,,"Although we have made much progress as a society, LGBTQ2 people in Canada continue to face discrimination,
			harassment, and prejudice. Canada is committed to protecting LGBTQ2 rights and promoting social, economic,
			and political equality with respect to sex, sexual orientation, and gender identity or expression. To ensure
			that Canada’s recovery fosters a fairer and more equal society for LGBTQ2 people, where they can
			participate as full members of Canadian society: ",equal canada supporting greater equality lgbtq community,although made much progress society lgbtq people canada continue face discrimination harassment prejudice canada committed protecting lgbtq right promoting social economic political equality respect sex sexual orientation gender identity expression ensure canada ’ recovery foster fairer equal society lgbtq people participate full member canadian society
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Greater Equality for LGBTQ2 Communities ,,"


					Budget 2021 proposes to provide $15 million over three years, starting in 2021-22, to Women and
					Gender Equality Canada for a new LGBTQ2 Projects Fund dedicated to supporting community-informed
					initiatives to overcome key issues facing LGBTQ2 communities, such as accessing mental health
					services and employment support.
					


Gender-Based Analysis+



",equal canada supporting greater equality lgbtq community,budget proposes provide million three year starting woman gender equality canada new lgbtq project fund dedicated supporting communityinformed initiative overcome key issue facing lgbtq community accessing mental health service employment support genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Greater Equality for LGBTQ2 Communities ,,"


					Budget 2021 also proposes to provide $7.1 million over three years, starting in 2021-22, to Canadian
					Heritage to continue to support the work of the LGBTQ2 Secretariat—which coordinates work across
					government—and enable the continued development of an LGBTQ2 Action Plan.
					


Gender-Based Analysis+



",equal canada supporting greater equality lgbtq community,budget also proposes provide million three year starting canadian heritage continue support work lgbtq secretariat—which coordinate work across government—and enable continued development lgbtq action plan genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Our Veterans ,,"Veterans are three to four times as likely to suffer from depressive or anxiety disorders, and over 15 times
			more likely to experience post-traumatic stress disorder (PTSD), than the general population. Veterans are
			entitled to financial support for mental health care through the Treatment Benefit Program but they can wait
			up to two years to receive mental health care while waiting for their disability benefit application to be
			confirmed. To ensure veterans receive timely access to high-quality mental health care: ",equal canada supporting veteran,veteran three four time likely suffer depressive anxiety disorder time likely experience posttraumatic stress disorder ptsd general population veteran entitled financial support mental health care treatment benefit program wait two year receive mental health care waiting disability benefit application confirmed ensure veteran receive timely access highquality mental health care
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Our Veterans ,,"


					Budget 2021 proposes to provide $140 million over five years starting in 2021-22, and $6 million
					ongoing, to Veterans Affairs Canada for a program that would cover the mental health care costs of
					veterans with PTSD, depressive, or anxiety disorders while their disability benefit application is
					being processed.
					


Gender-Based Analysis+



",equal canada supporting veteran,budget proposes provide million five year starting million ongoing veteran affair canada program would cover mental health care cost veteran ptsd depressive anxiety disorder disability benefit application processed genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Our Veterans ,,"Many veterans have faced unique challenges during the pandemic. To improve the quality of life for veterans
			and their families during this challenging period:",equal canada supporting veteran,many veteran faced unique challenge pandemic improve quality life veteran family challenging period
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Our Veterans ,,"


					Budget 2021 proposes to provide an additional $15 million over three years, starting in 2021-22, to
					Veterans Affairs Canada to expand and enhance the Veteran and Family Well-Being Fund for projects
					that will support veterans during the post COVID-19 recovery, including addressing homelessness,
					employment, retraining, and health challenges.
					


Gender-Based Analysis+



",equal canada supporting veteran,budget proposes provide additional million three year starting veteran affair canada expand enhance veteran family wellbeing fund project support veteran post covid recovery including addressing homelessness employment retraining health challenge genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Recognizing the Contributions of Atomic Workers ,,"In the mid-twentieth century, Chalk River Laboratories was one of the leading global sites for cutting edge
			atomic science. But, in 1952 and 1958, there were accidents that required Department of National Defence and
			Atomic Energy of Canada Limited personnel to contain and clean contaminated sites. In 2008, the government
			recognized former Department of National Defence personnel who participated in the clean-ups through the
			establishment of the Atomic Veterans Recognition Program. To provide similar recognition to those Atomic
			Energy of Canada Limited employees who worked to clean-up these dangerous incidents and protect Canadians:
		",equal canada recognizing contribution atomic worker,midtwentieth century chalk river laboratory one leading global site cutting edge atomic science accident required department national defence atomic energy canada limited personnel contain clean contaminated site government recognized former department national defence personnel participated cleanup establishment atomic veteran recognition program provide similar recognition atomic energy canada limited employee worked cleanup dangerous incident protect canadian
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Recognizing the Contributions of Atomic Workers ,,"


					Budget 2021 proposes to provide $22.3 million over two years, starting in 2021-22, to Natural
					Resources Canada to establish an Atomic Workers Recognition Program.
					


Gender-Based Analysis+



",equal canada recognizing contribution atomic worker,budget proposes provide million two year starting natural resource canada establish atomic worker recognition program genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,7.3 Supporting the Health of Canadians,,"The government recognizes that, even in a pandemic, Canadians face an array of other complex health concerns.
			For over half a century, our strong and reliable public health care system has been an anchor of
			Canada’s social and economic security. Investments must be made to ensure health care responds and
			evolves alongside the people it treats. ",equal canada supporting health canadian,government recognizes even pandemic canadian face array complex health concern half century strong reliable public health care system anchor canada ’ social economic security investment must made ensure health care responds evolves alongside people treat
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Addressing the Opioid Crisis and Problematic Substance Use,,"Since before the pandemic began, Canada has been facing a worsening opioid epidemic that has devastated lives
			and communities across Canada, especially in Ontario and Western Canada, with severe impacts in British
			Columbia and Alberta. The COVID-19 pandemic has compounded the ongoing opioid overdose crisis in Canada.
			Isolation, stress, toxic supply, and reduced access to services have contributed to the epidemic. Canada
			suffered a 74 per cent increase in opioid-related deaths over the course of the first six months of the
			pandemic. The government is taking further action to help people dealing with problematic substance use and
			tackle this ongoing crisis. ",equal canada addressing opioid crisis problematic substance use,since pandemic began canada facing worsening opioid epidemic devastated life community across canada especially ontario western canada severe impact british columbia alberta covid pandemic compounded ongoing opioid overdose crisis canada isolation stress toxic supply reduced access service contributed epidemic canada suffered per cent increase opioidrelated death course first six month pandemic government taking action help people dealing problematic substance use tackle ongoing crisis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Addressing the Opioid Crisis and Problematic Substance Use,,"


					Budget 2021 proposes to provide an additional $116 million over two years, starting in 2021-22,
					building on $66 million invested in the 2020 Fall Economic Statement, for the Substance Use
					and Addictions Program to support a range of innovative approaches to harm reduction, treatment, and
					prevention at the community level.
					


Gender-Based Analysis+



",equal canada addressing opioid crisis problematic substance use,budget proposes provide additional million two year starting building million invested fall economic statement substance use addiction program support range innovative approach harm reduction treatment prevention community level genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Addressing the Opioid Crisis and Problematic Substance Use,,"The government continues to work closely with provinces and territories to ensure our collective response is
			comprehensive, collaborative, compassionate, and evidence-based. In response to the crisis, the government
			has made a variety of investments, including a $150 million Emergency Treatment Fund to provinces and
			territories for 2018-2021, over $100 million in 2019-20 for targeted measures to expand access to harm
			reduction services and increase access to safer drug supplies, and a fall investment of $66 million over two
			years, starting in 2020-21, to support community organizations responding to the crisis.",equal canada addressing opioid crisis problematic substance use,government continues work closely province territory ensure collective response comprehensive collaborative compassionate evidencebased response crisis government made variety investment including million emergency treatment fund province territory million targeted measure expand access harm reduction service increase access safer drug supply fall investment million two year starting support community organization responding crisis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Moving Forward on National Universal Pharmacare ,,"A healthy economy is only possible when its people are healthy. Canadians have access to some of the best
			doctors, nurses, hospitals, and treatments in the world, and all through our publicly funded health care
			systems. But some Canadians have difficulty affording the medications they need.",equal canada moving forward national universal pharmacare,healthy economy possible people healthy canadian access best doctor nurse hospital treatment world publicly funded health care system canadian difficulty affording medication need
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Moving Forward on National Universal Pharmacare ,,"The case for national universal pharmacare is well-established. The government is committed to work with
			provinces, territories and stakeholders to build on the foundational elements that are already in progress,
			like the national strategy on high-cost drugs for rare diseases, toward the goal of a universal national
			program.",equal canada moving forward national universal pharmacare,case national universal pharmacare wellestablished government committed work province territory stakeholder build foundational element already progress like national strategy highcost drug rare disease toward goal universal national program
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Moving Forward on National Universal Pharmacare ,,"To maintain momentum, the government will proceed with its announced plan to provide ongoing funding of $500
			million for the program for high-cost drugs for rare diseases. The government will also directly engage with
			willing partners on national universal pharmacare, alongside other important health priorities, that can be
			advanced at the provincial and territorial level. ",equal canada moving forward national universal pharmacare,maintain momentum government proceed announced plan provide ongoing funding million program highcost drug rare disease government also directly engage willing partner national universal pharmacare alongside important health priority advanced provincial territorial level
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Access to Sexual and Reproductive Health Care Information and Services,,"All Canadians should have access to a full suite of sexual and reproductive health resources and services, no
			matter where they live. Currently, women, youth, LGBTQ2 people, racialized Canadians, and Indigenous
			populations face the highest sexual and reproductive health risks and the greatest barriers to accessing
			support, information, and services. Too often, they do not receive the same quality of care, particularly if
			they are from marginalized communities. Furthermore, examples like Clinic 554—New Brunswick’s only
			private abortion clinic—show us that lack of funding puts access to sexual and reproductive health care at
			risk. Everyone deserves equal treatment in our health care system.",equal canada supporting access sexual reproductive health care information service,canadian access full suite sexual reproductive health resource service matter live currently woman youth lgbtq people racialized canadian indigenous population face highest sexual reproductive health risk greatest barrier accessing support information service often receive quality care particularly marginalized community furthermore example like clinic —new brunswick ’ private abortion clinic—show u lack funding put access sexual reproductive health care risk everyone deserves equal treatment health care system
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Access to Sexual and Reproductive Health Care Information and Services,,"The Government is committed to collaboration with provinces and territories to strengthen our health care
			system, ensuring equitable and appropriate access to a full suite of reproductive and sexual health
			services, in any upcoming Canada Health Transfer funding discussions.",equal canada supporting access sexual reproductive health care information service,government committed collaboration province territory strengthen health care system ensuring equitable appropriate access full suite reproductive sexual health service upcoming canada health transfer funding discussion
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Access to Sexual and Reproductive Health Care Information and Services,,"To improve access to sexual and reproductive health care support, information, and services—including
			protecting access to abortion care:",equal canada supporting access sexual reproductive health care information service,improve access sexual reproductive health care support information services—including protecting access abortion care
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Access to Sexual and Reproductive Health Care Information and Services,,"


					Budget 2021 proposes to provide $45 million over three years, starting in 2021-22, to Health Canada
					to fund community-based organizations that help make sexual and reproductive health care information
					and services more accessible for vulnerable populations. These organizations support activities such
					as producing inclusive training materials for sexual and reproductive health care providers,
					carrying out public awareness activities, and providing travel and logistical support to individuals
					who have to go long distances to access abortion care.
					


Gender-Based Analysis+



",equal canada supporting access sexual reproductive health care information service,budget proposes provide million three year starting health canada fund communitybased organization help make sexual reproductive health care information service accessible vulnerable population organization support activity producing inclusive training material sexual reproductive health care provider carrying public awareness activity providing travel logistical support individual go long distance access abortion care genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Access to Sexual and Reproductive Health Care Information and Services,,"In addition, there are currently no existing resources that collect comprehensive data on a wide range of
			sexual and reproductive health indicators in Canada, limiting our ability to target supports. To address
			this:",equal canada supporting access sexual reproductive health care information service,addition currently existing resource collect comprehensive data wide range sexual reproductive health indicator canada limiting ability target support address
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Access to Sexual and Reproductive Health Care Information and Services,,"


					Budget 2021 proposes to provide $7.6 million over five years, starting in 2021-22, for Statistics
					Canada to develop and implement a national survey on sexual and reproductive health that captures
					data on race, household income, and sexual orientation–information often not captured in existing
					surveys. Better information will help ensure governments understand the challenges and improve the
					support they provide.
					


Gender-Based Analysis+



",equal canada supporting access sexual reproductive health care information service,budget proposes provide million five year starting statistic canada develop implement national survey sexual reproductive health capture data race household income sexual orientation–information often captured existing survey better information help ensure government understand challenge improve support provide genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Establishing a National Institute for Women's Health Research,,"Sex- and gender-related disparities continue to persist in Canada’s health system. Women are more
			likely to die of preventable illnesses and bear a higher burden of chronic illnesses. To improve health
			outcomes and eliminate the gaps in the quality of care women receive, we need to strengthen research.",equal canada establishing national institute woman health research,sex genderrelated disparity continue persist canada ’ health system woman likely die preventable illness bear higher burden chronic illness improve health outcome eliminate gap quality care woman receive need strengthen research
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Establishing a National Institute for Women's Health Research,,"


					Budget 2021 proposes to provide $20 million over five years, starting in 2021-22, to the
					Canadian Institutes of Health Research to support a new National Institute for Women’s Health
					Research. The new institute will advance a coordinated research program that addresses
					under-researched and high-priority areas of women’s health and ensure new evidence improves
					women’s care and health outcomes. It will also ensure an intersectional approach to research
					and care to tackle persistent gaps for all women, including for racialized women, Black and
					Indigenous women, women with disabilities, and members of LGBTQ2 communities.
					


Gender-Based Analysis+



",equal canada establishing national institute woman health research,budget proposes provide million five year starting canadian institute health research support new national institute woman ’ health research new institute advance coordinated research program address underresearched highpriority area woman ’ health ensure new evidence improves woman ’ care health outcome also ensure intersectional approach research care tackle persistent gap woman including racialized woman black indigenous woman woman disability member lgbtq community genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,National Autism Strategy ,,"Children and adults with autism spectrum disorder, as well as their families, encounter significant economic
			and social challenges throughout their lives. Many also confront disparities when it comes to diagnoses and
			treatments. To improve the health and well-being of Canadians with autism spectrum disorder and their
			caregivers:",equal canada national autism strategy,child adult autism spectrum disorder well family encounter significant economic social challenge throughout life many also confront disparity come diagnosis treatment improve health wellbeing canadian autism spectrum disorder caregiver
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,National Autism Strategy ,,"


					Budget 2021 proposes to provide $15.4 million over two years, starting in 2021-22, to the Public
					Health Agency of Canada to work with partners to support the creation of a national autism strategy.
					


Gender-Based Analysis+



",equal canada national autism strategy,budget proposes provide million two year starting public health agency canada work partner support creation national autism strategy genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Strategic Research on Pediatric Cancer ,,"Cancer is a leading cause of disease-related death in Canadian children. Pediatric cancers are faster growing
			and found in different organs than in adults. More targeted research is needed to help save lives and
			improve the services these brave children and their families receive. ",equal canada strategic research pediatric cancer,cancer leading cause diseaserelated death canadian child pediatric cancer faster growing found different organ adult targeted research needed help save life improve service brave child family receive
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Strategic Research on Pediatric Cancer ,,"


					Budget 2021 proposes to provide $30 million over two years, starting in 2021-22, to the
					Canadian Institutes of Health Research to fund pediatric cancer research that can lead to better
					outcomes and healthier lives for these young patients. The funding will support promising research
					projects with the greatest potential for fighting pediatric cancers.
					


Gender-Based Analysis+



",equal canada strategic research pediatric cancer,budget proposes provide million two year starting canadian institute health research fund pediatric cancer research lead better outcome healthier life young patient funding support promising research project greatest potential fighting pediatric cancer genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Establishing a National Framework for Diabetes ,,"This year marks the 100th anniversary of the discovery of insulin, a Nobel Prize-winning accomplishment by
			Canadian researchers that has helped to save millions of lives. 3.2 million Canadians live with diabetes, a
			disease which can lead to a variety of complications, such as heart disease and stroke, blindness, and
			amputation. Type 2 diabetes makes up 90 per cent of all cases of diabetes in Canada and, like other chronic
			diseases, is largely preventable. Adults with diabetes are also at greater risk of more severe COVID-19
			symptoms, including respiratory distress and pneumonia.",equal canada establishing national framework diabetes,year mark th anniversary discovery insulin nobel prizewinning accomplishment canadian researcher helped save million life million canadian live diabetes disease lead variety complication heart disease stroke blindness amputation type diabetes make per cent case diabetes canada like chronic disease largely preventable adult diabetes also greater risk severe covid symptom including respiratory distress pneumonia
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Establishing a National Framework for Diabetes ,,"


					Budget 2021 proposes to provide $25 million over five years, starting in 2021-22, to Health Canada
					for additional investments for research on diabetes (including in juvenile diabetes), surveillance,
					and prevention, and to work towards the development of a national framework for diabetes. This
					framework will be developed in consultation with provinces and territories, Indigenous groups, and
					stakeholders, and will help to support improved access to prevention and treatment, and better
					health outcomes for Canadians.
					


Gender-Based Analysis+



",equal canada establishing national framework diabetes,budget proposes provide million five year starting health canada additional investment research diabetes including juvenile diabetes surveillance prevention work towards development national framework diabetes framework developed consultation province territory indigenous group stakeholder help support improved access prevention treatment better health outcome canadian genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Establishing a National Framework for Diabetes ,,"


					Budget 2021 proposes to provide $10 million over five years, starting in 2021-22, to the Public
					Health Agency of Canada for a new Diabetes Challenge Prize. This initiative will help surface novel
					approaches to diabetes prevention and promote the development and testing of new interventions to
					reduce the risks associated with Type 2 diabetes.
					


Gender-Based Analysis+



",equal canada establishing national framework diabetes,budget proposes provide million five year starting public health agency canada new diabetes challenge prize initiative help surface novel approach diabetes prevention promote development testing new intervention reduce risk associated type diabetes genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Taxation of Vaping Products ,,"Young Canadians’ use of vaping products, such as e-cigarettes, is on the rise. One Health Canada survey
			indicates that, since 2018, use has doubled among Canadian high school students. Vaping with nicotine poses
			risks, especially to young people: nicotine is highly addictive, can affect memory and concentration, and is
			known to alter brain development in teens. In addition to raising revenues, vaping taxation could become an
			effective means to help curtail harmful consumption of these products. ",equal canada taxation vaping product,young canadian ’ use vaping product ecigarettes rise one health canada survey indicates since use doubled among canadian high school student vaping nicotine pose risk especially young people nicotine highly addictive affect memory concentration known alter brain development teen addition raising revenue vaping taxation could become effective mean help curtail harmful consumption product
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Taxation of Vaping Products ,,"


					Budget 2021 announces the government’s intention to introduce a new taxation framework for the
					imposition of excise duties on vaping products in 2022.
					


Gender-Based Analysis+



",equal canada taxation vaping product,budget announces government ’ intention introduce new taxation framework imposition excise duty vaping product genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Taxation of Vaping Products ,,"The Government of Canada will also work with any provinces and territories that may be interested in a
			federally coordinated approach to taxing these products.",equal canada taxation vaping product,government canada also work province territory may interested federally coordinated approach taxing product
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Taxation of Tobacco ,,"Tobacco use continues to be the leading preventable cause of premature death in Canada. Tobacco taxation is
			an effective way to reduce tobacco consumption and help reach the government’s goal of less than 5 per
			cent of the population using tobacco by 2035. ",equal canada taxation tobacco,tobacco use continues leading preventable cause premature death canada tobacco taxation effective way reduce tobacco consumption help reach government ’ goal le per cent population using tobacco
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Taxation of Tobacco ,,"


					Budget 2021 proposes to increase the tobacco excise duty by $4 per carton of
					200 cigarettes, along with corresponding increases to the excise duty rates for other tobacco
					products. This measure would take effect the day after Budget Day.
					


Gender-Based Analysis+



",equal canada taxation tobacco,budget proposes increase tobacco excise duty per carton cigarette along corresponding increase excise duty rate tobacco product measure would take effect day budget day genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Taxation of Tobacco ,,"It is estimated that this measure will increase federal revenues by $2.1 billion over five years starting in
			2021-22. ",equal canada taxation tobacco,estimated measure increase federal revenue billion five year starting
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Support for Canadian Blood Services ,,"Many Canadians rely on plasma to treat life-threatening conditions. During the COVID-19 crisis, global
			demand, prices, and shortages have increased. To secure a domestic supply of plasma:",equal canada support canadian blood service,many canadian rely plasma treat lifethreatening condition covid crisis global demand price shortage increased secure domestic supply plasma
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Support for Canadian Blood Services ,,"


					Budget 2021 proposes to provide $20 million over three years, beginning in 2021-22, to Health Canada
					to construct eight plasma collection sites across the country. These sites would be operated by
					Canadian Blood Services. The government will continue to work with partners like Canadian Blood
					Services and Héma-Québec to ensure a secure plasma supply across Canada.
					


Gender-Based Analysis+



",equal canada support canadian blood service,budget proposes provide million three year beginning health canada construct eight plasma collection site across country site would operated canadian blood service government continue work partner like canadian blood service hémaquébec ensure secure plasma supply across canada genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Palliative Care ,,"To provide Canadians, including those who live in long-term care and their families, with better palliative
			and end-of-life care, including culturally sensitive care:",equal canada better palliative care,provide canadian including live longterm care family better palliative endoflife care including culturally sensitive care
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Palliative Care ,,"


					Budget 2021 proposes to provide $29.8 million over six years, starting in 2021-22, to Health Canada
					to advance the government’s palliative care strategy and lay a better foundation for
					coordinated action on long-term and supportive care needs, improving access to quality palliative
					care. Initiatives could include: raising awareness of the importance of palliative care; providing
					public education on grief; improving palliative care skills and supports for health care providers,
					families, caregivers, and communities; enhancing data collection and research; and improving access
					to culturally sensitive palliative and end-of-life care.
					


Gender-Based Analysis+



",equal canada better palliative care,budget proposes provide million six year starting health canada advance government ’ palliative care strategy lay better foundation coordinated action longterm supportive care need improving access quality palliative care initiative could include raising awareness importance palliative care providing public education grief improving palliative care skill support health care provider family caregiver community enhancing data collection research improving access culturally sensitive palliative endoflife care genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Ensuring Appropriate Access and Safeguards for Medical Assistance in Dying ,,"Medical assistance in dying (MAID) is a complex and deeply personal issue. MAID became law in Canada five
			years ago to provide relief, in certain cases, for those with reasonably foreseeable deaths. Recent
			amendments to the law, with the passage of Bill C-7 to expand access for those suffering intolerably,
			underscore the need to be responsive to the evolution of Canada’s MAID framework. ",equal canada ensuring appropriate access safeguard medical assistance dying,medical assistance dying maid complex deeply personal issue maid became law canada five year ago provide relief certain case reasonably foreseeable death recent amendment law passage bill c expand access suffering intolerably underscore need responsive evolution canada ’ maid framework
