Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.3.3,"    Any Person who, by order of a court, aboriginal custom in Canada or pursuant to Legislation, has been vested with the authority to manage the affairs of an adult incapable of managing his own affairs, may apply to an Enrollment Committee to enroll that adult under a Yukon First Nation Final Agreement.",eligibility enrollment person order court aboriginal custom canada pursuant legislation vested authority manage affair adult incapable managing affair may apply enrollment committee enroll adult yukon final agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.4.0,Other Settlements,eligibility enrollment settlement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.4.1,"    Subject to 3.4.2, a Person who is enrolled in any other aboriginal land claims settlement in Canada shall not be enrolled as a Yukon Indian Person under any Yukon First Nation Final Agreement.",eligibility enrollment subject person enrolled aboriginal land claim settlement canada shall enrolled yukon indian person yukon final agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.4.2,"    Any Person who is enrolled as a Yukon Indian Person under a Yukon First Nation Final Agreement and who is also enrolled under another aboriginal land claims settlement in Canada, shall have 60 days to elect between the two settlement agreements following notice in writing from a Yukon First Nation or the Enrollment Commission. If that Person elects to remain enrolled in the other settlement agreement, then that Person shall cease to be enrolled under the Yukon First Nation Final Agreement.",eligibility enrollment person enrolled yukon indian person yukon final agreement also enrolled another aboriginal land claim settlement canada shall day elect two settlement agreement following notice writing yukon enrollment commission person elect remain enrolled settlement agreement person shall cease enrolled yukon final agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.4.3,"    A Person who is enrolled under another aboriginal land claims settlement in Canada is entitled to apply to be enrolled under a Yukon First Nation Final Agreement on the condition that, if accepted for enrollment, that Person shall cease to be enrolled under that other settlement.",eligibility enrollment person enrolled another aboriginal land claim settlement canada entitled apply enrolled yukon final agreement condition accepted enrollment person shall cease enrolled settlement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.4.4,"    Notwithstanding 3.4.1 and 3.4.2, a Minor who is enrolled under any other aboriginal land claims settlement in Canada, and who is eligible for enrollment as a Yukon Indian Person, may elect to be enrolled as a Yukon Indian Person provided such election takes place within two years of the Minor attaining the age of majority, whereupon the Minor ceases to be enrolled under the other settlement.",eligibility enrollment notwithstanding minor enrolled aboriginal land claim settlement canada eligible enrollment yukon indian person may elect enrolled yukon indian person provided election take place within two year minor attaining age majority whereupon minor cease enrolled settlement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.0,Enrollment Committees,eligibility enrollment enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.1,    Each Yukon First Nation shall establish an Enrollment Committee composed of no more than five members of that Yukon First Nation. Each Yukon First Nation shall notify the Enrollment Commission of the composition of its Enrollment Committee and of any changes made in it from time to time.,eligibility enrollment yukon shall establish enrollment committee composed five member yukon yukon shall notify enrollment commission composition enrollment committee change made time time
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.2,    A Yukon First Nation may join with one or more Yukon First Nations to establish a joint Enrollment Committee to be composed of no more than five members of those Yukon First Nations. The affected Yukon First Nations shall notify the Enrollment Commission of the composition of the joint Enrollment Committee and any changes made in it from time to time.,eligibility enrollment yukon may join one yukon nation establish joint enrollment committee composed five member yukon nation affected yukon nation shall notify enrollment commission composition joint enrollment committee change made time time
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3,    Each Enrollment Committee shall:,eligibility enrollment enrollment committee shall
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.1,    establish its own procedures;,eligibility enrollment establish procedure
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.2,    publish its own procedures;,eligibility enrollment publish procedure
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.3,    publicize and provide information in respect of the enrollment process to members of the Yukon First Nation;,eligibility enrollment publicize provide information respect enrollment process member yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.4,"    review, update and amend existing Yukon First Nation enrollment lists of that Yukon First Nation;",eligibility enrollment review update amend existing yukon enrollment list yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.5,    supply application forms to any Person wishing to apply for enrollment and to any Person wishing to make an application pursuant to 3.3.0;,eligibility enrollment supply application form person wishing apply enrollment person wishing make application pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.6,"    decide promptly, upon receiving an application for enrollment, whether such applicant is entitled to be enrolled in accordance with 3.2.0 or 3.4.0;",eligibility enrollment decide promptly upon receiving application enrollment whether applicant entitled enrolled accordance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.7,"    prepare an initial list of all Persons who, in its opinion, are entitled to be enrolled in accordance with 3.2.0 or 3.4.0;",eligibility enrollment prepare initial list person opinion entitled enrolled accordance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.8,    prepare a list of all applicants who have been refused inclusion on the list of Persons prepared pursuant to 3.5.3.7;,eligibility enrollment prepare list applicant refused inclusion list person prepared pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.9,    provide to the Enrollment Commission the lists prepared pursuant to 3.5.3.7 and 3.5.3.8 together with relevant information and documentation within a reasonable time period established by the Enrollment Commission;,eligibility enrollment provide enrollment commission list prepared pursuant together relevant information documentation within reasonable time period established enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.10,    provide to the Enrollment Commission amendments to the lists prepared pursuant to 3.5.3.7 and 3.5.3.8 within a reasonable time period established by the Enrollment Commission;,eligibility enrollment provide enrollment commission amendment list prepared pursuant within reasonable time period established enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.11,"    notify promptly each applicant, in writing, of the Enrollment Committee's decision respecting his application; and",eligibility enrollment notify promptly applicant writing enrollment committee decision respecting application
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.3.12,"    forward to the Enrollment Commission applications which, in its opinion, should be considered by another Enrollment Committee.",eligibility enrollment forward enrollment commission application opinion considered another enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.4,"    If a Yukon First Nation is not represented on an Enrollment Committee or does not establish an Enrollment Committee within three months of a request to do so from the Enrollment Commission, or an Enrollment Committee has not carried out its responsibilities as set out in 3.5.3 within a reasonable time period established by the Enrollment Commission, the Enrollment Commission may exercise any or all of the responsibilities of the Enrollment Committee.",eligibility enrollment yukon represented enrollment committee establish enrollment committee within three month request enrollment commission enrollment committee carried responsibility set within reasonable time period established enrollment commission enrollment commission may exercise responsibility enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.5,"    The Enrollment Commission shall not exercise the responsibilities of an Enrollment Committee unless the Enrollment Commission has attempted to assist the Enrollment Committee in the performance of its responsibilities. The Enrollment Commission shall relinquish such responsibilities when the Enrollment Committee demonstrates to the reasonable satisfaction of the Enrollment Commission that it is ready, willing and able to perform its responsibilities.",eligibility enrollment enrollment commission shall exercise responsibility enrollment committee unless enrollment commission attempted assist enrollment committee performance responsibility enrollment commission shall relinquish responsibility enrollment committee demonstrates reasonable satisfaction enrollment commission ready willing able perform responsibility
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.6,"    The Enrollment Commission, in accordance with standards set by it, shall reimburse each Enrollment Committee for its reasonable out-of-pocket expenses incurred over the period of three years from the date of each Enrollment Committee's inception. Each Enrollment Committee shall prepare a budget and submit it for approval to the Enrollment Commission when requested to do so by it.",eligibility enrollment enrollment commission accordance standard set shall reimburse enrollment committee reasonable outofpocket expense incurred period three year date enrollment committee inception enrollment committee shall prepare budget submit approval enrollment commission requested
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.5.7,"    Where an Enrollment Committee fails or neglects to make a decision in respect of an application for enrollment within 120 days, then that application shall be deemed to have been rejected and a right of appeal lies to the Enrollment Commission.",eligibility enrollment enrollment committee fails neglect make decision respect application enrollment within day application shall deemed rejected right appeal lie enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.0,Enrollment Commission,eligibility enrollment enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.1,"    The Enrollment Commission was established by the parties to the Umbrella Final Agreement on July 1, 1989.",eligibility enrollment enrollment commission established party umbrella final agreement july
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.2,    Settlement Legislation shall:,eligibility enrollment settlement legislation shall
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.2.1,    give the Enrollment Commission and the Enrollment Committees the powers required to carry out their responsibilities;,eligibility enrollment give enrollment commission enrollment committee power required carry responsibility
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.2.2,"    deem the Enrollment Commission to have had, as of July 1, 1989, the jurisdiction, power and authority provided under the Umbrella Final Agreement, other than those set out in 3.6.2.4;",eligibility enrollment deem enrollment commission july jurisdiction power authority provided umbrella final agreement set
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.2.3,    provide for the enforcement after the effective date of Settlement Legislation of any order or decision of the Enrollment Commission in a like manner as an order of the Supreme Court of the Yukon; and,eligibility enrollment provide enforcement effective date settlement legislation order decision enrollment commission like manner order supreme court yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.2.4,"    provide the Enrollment Commission with the power to direct and compel the production of documents and the attendance of witnesses, with the exception of Ministers of Government, as provided to a Board of Inquiry under the Public Inquiries Act, R.S.Y. 1986, c. 137.",eligibility enrollment provide enrollment commission power direct compel production document attendance witness exception minister government provided board inquiry public inquiry act rsy c
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.3,    The Enrollment Commission shall be comprised of:,eligibility enrollment enrollment commission shall comprised
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.3.1,    one Person nominated by the Council for Yukon Indians and an alternate to act in the absence of the Person so nominated;,eligibility enrollment one person nominated council yukon indian alternate act absence person nominated
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.3.2,    one Person nominated jointly by Canada and the Yukon and an alternate to act in the absence of the Person so nominated; and,eligibility enrollment one person nominated jointly canada yukon alternate act absence person nominated
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.3.3,"    one Person and an alternate to act in the absence of that Person, each nominated by the two members nominated under 3.6.3.1 and 3.6.3.2. If the two members are unable to agree on a third member of the Commission, or an alternate, then either may refer the matter of appointment to the dispute resolution process under 26.3.0, or, in the absence of that process, to the Supreme Court of the Yukon.",eligibility enrollment one person alternate act absence person nominated two member nominated two member unable agree third member commission alternate either may refer matter appointment dispute resolution process absence process supreme court yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.4,"    The Minister shall appoint all Persons nominated pursuant to 3.6.3. In the event of a vacancy, the appropriate party shall promptly make a new nomination, and the Minister shall appoint the new nominee.",eligibility enrollment minister shall appoint person nominated pursuant event vacancy appropriate party shall promptly make new nomination minister shall appoint new nominee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5,    The Enrollment Commission:,eligibility enrollment enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.1,    shall establish and publish its own procedures including procedures in respect of appeals from decisions of Enrollment Committees;,eligibility enrollment shall establish publish procedure including procedure respect appeal decision enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.2,    shall only spend funds allocated to it for the carrying out of its functions and responsibilities in accordance with its approved budget;,eligibility enrollment shall spend fund allocated carrying function responsibility accordance approved budget
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.3,    shall assist Enrollment Committees in carrying out their responsibilities;,eligibility enrollment shall assist enrollment committee carrying responsibility
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.4,    shall prepare and provide such information and forms as may be necessary to facilitate enrollment through Enrollment Committees;,eligibility enrollment shall prepare provide information form may necessary facilitate enrollment enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.5,    shall refer to the appropriate Enrollment Committee those applications for enrollment which are submitted by Persons directly to the Enrollment Commission and those applications which appear to have been made to an inappropriate Enrollment Committee;,eligibility enrollment shall refer appropriate enrollment committee application enrollment submitted person directly enrollment commission application appear made inappropriate enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.6,"    shall prepare, certify, publish and advertise the initial official enrollment list for each Yukon First Nation;",eligibility enrollment shall prepare certify publish advertise initial official enrollment list yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.7,"    shall enter on the initial official enrollment lists the name of each Person who, in the opinion of an Enrollment Committee, is entitled to be enrolled as a Yukon Indian Person, provided the Enrollment Commission is satisfied all Persons named are in fact eligible for enrollment in accordance with 3.2.0 or 3.4.0;",eligibility enrollment shall enter initial official enrollment list name person opinion enrollment committee entitled enrolled yukon indian person provided enrollment commission satisfied person named fact eligible enrollment accordance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.8,"    where it appears to the Enrollment Commission that an applicant recommended by an Enrollment Committee pursuant to 3.5.3.7 is not entitled to be enrolled, the Commission may, on its own motion, institute an appeal pursuant to 3.6.5.9 in respect of that Person's application;",eligibility enrollment appears enrollment commission applicant recommended enrollment committee pursuant entitled enrolled commission may motion institute appeal pursuant respect person application
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.9,"    shall hear and determine any appeal initiated on its own motion or by an applicant, a Yukon First Nation, the Council for Yukon Indians or Government, arising from any decision of an Enrollment Committee with respect to enrollment and to provide such remedy or remedies as the Enrollment Commission in its absolute discretion deems appropriate;",eligibility enrollment shall hear determine appeal initiated motion applicant yukon council yukon indian government arising decision enrollment committee respect enrollment provide remedy remedy enrollment commission absolute discretion deems appropriate
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.10,    shall hear and determine matters before it in accordance with the principles of natural justice; and,eligibility enrollment shall hear determine matter accordance principle natural justice
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.5.11,"    shall notify the applicant, Government, Council for Yukon Indians, any affected Yukon First Nation and affected Enrollment Committees of additions to or deletions from official enrollment lists as a result of decisions made by the Enrollment Commission pursuant to 3.6.5.8 and 3.6.5.9.",eligibility enrollment shall notify applicant government council yukon indian affected yukon affected enrollment committee addition deletion official enrollment list result decision made enrollment commission pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.6,"    The Enrollment Commission shall be an independent body, operating at arm's length from the parties to the Settlement Agreements.",eligibility enrollment enrollment commission shall independent body operating arm length party settlement agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.7,"    Where the Enrollment Commission fails or neglects to make a decision in respect of an appeal pursuant to 3.6.5.9, then that appeal shall be deemed to have been rejected and a right of appeal shall lie to the Supreme Court of the Yukon. The Supreme Court may give direction to the Enrollment Commission and refer the matter back to the Enrollment Commission.",eligibility enrollment enrollment commission fails neglect make decision respect appeal pursuant appeal shall deemed rejected right appeal shall lie supreme court yukon supreme court may give direction enrollment commission refer matter back enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.6.8,"    All Persons on the official enrollment list for a Yukon First Nation as of the Effective Date of that Yukon First Nation Final Agreement shall be deemed to be enrolled under that Yukon First Nation Final Agreement, subject to 3.7.0, without further action being required.",eligibility enrollment person official enrollment list yukon effective date yukon final agreement shall deemed enrolled yukon final agreement subject without action required
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.0,Judicial Review,eligibility enrollment judicial review
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.1,"    All decisions and orders of the Enrollment Commission shall be final and binding and not subject to appeal or judicial review in any court provided, however, that an application for judicial review by an applicant, a Yukon First Nation, the Council for Yukon Indians or Government, shall lie to the Supreme Court of the Yukon upon the grounds that the Enrollment Commission:",eligibility enrollment decision order enrollment commission shall final binding subject appeal judicial review court provided however application judicial review applicant yukon council yukon indian government shall lie supreme court yukon upon ground enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.1.1,    failed to observe a principle of natural justice or otherwise acted beyond or refused to exercise its jurisdiction;,eligibility enrollment failed observe principle natural justice otherwise acted beyond refused exercise jurisdiction
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.1.2,"    erred in law in making its decision or order, whether or not the error appears on the face of the record; or",eligibility enrollment erred law making decision order whether error appears face record
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.1.3,    based its decision or order on an erroneous finding of fact that it made in a perverse or capricious manner or without regard for the material before it.,eligibility enrollment based decision order erroneous finding fact made perverse capricious manner without regard material
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.2,    The application for a judicial review by an applicant pursuant to 3.7.1 shall be made:,eligibility enrollment application judicial review applicant pursuant shall made
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.2.1,"    in the case of a decision made prior to the Effective Date of the affected Yukon First Nation's Final Agreement, within 60 days of that Yukon First Nation's Final Agreement coming into effect; or",eligibility enrollment case decision made prior effective date affected yukon nation final agreement within day yukon nation final agreement coming effect
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.7.2.2,"    in the case of a decision made after the Effective Date of the affected Yukon First Nation's Final Agreement, within 60 days of the decision being made.",eligibility enrollment case decision made effective date affected yukon nation final agreement within day decision made
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.8.0,Budget,eligibility enrollment budget
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.8.1,    The Enrollment Commission shall prepare an annual budget in respect of its operations and in respect of the operations of the Enrollment Committees and shall submit the proposed annual budget to Canada for approval. Canada shall pay the approved expenses.,eligibility enrollment enrollment commission shall prepare annual budget respect operation respect operation enrollment committee shall submit proposed annual budget canada approval canada shall pay approved expense
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.0,Dissolution of Enrollment Committees,eligibility enrollment dissolution enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.1,"    The responsibilities of each Yukon First Nation's Enrollment Committee shall cease, except with respect to matters pending before it, two years after the day on which the Yukon First Nation's Final Agreement comes into effect. Upon dissolution, each Enrollment Committee shall deliver all its documents and records to the affected Yukon First Nation.",eligibility enrollment responsibility yukon nation enrollment committee shall cease except respect matter pending two year day yukon nation final agreement come effect upon dissolution enrollment committee shall deliver document record affected yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.2,    A joint Enrollment Committee shall deliver to a Yukon First Nation documents and records relating to applications for enrollment under that Yukon First Nation's Final Agreement.,eligibility enrollment joint enrollment committee shall deliver yukon document record relating application enrollment yukon nation final agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3,    Upon dissolution of an Enrollment Committee the Yukon First Nation shall have the powers and responsibilities to:,eligibility enrollment upon dissolution enrollment committee yukon shall power responsibility
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.1,"    maintain, update and amend the official enrollment list for that Yukon First Nation after the initial official enrollment list has been published by the Enrollment Commission;",eligibility enrollment maintain update amend official enrollment list yukon initial official enrollment list published enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.2,    deliver to the Yukon the official enrollment list on each anniversary of the dissolution of the Enrollment Committee;,eligibility enrollment deliver yukon official enrollment list anniversary dissolution enrollment committee
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.3,"    decide promptly upon all applications received, and advise all Persons in writing of the Enrollment Commission or the Dispute Resolution Panel's disposition of their application;",eligibility enrollment decide promptly upon application received advise person writing enrollment commission dispute resolution panel disposition application
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.4,    supply application forms to any Person wishing to apply for enrollment;,eligibility enrollment supply application form person wishing apply enrollment
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.5,    establish its own procedures;,eligibility enrollment establish procedure
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.6,    publish its own procedures; and,eligibility enrollment publish procedure
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.9.3.7,    publicize and provide information in respect of the enrollment process to members of the Yukon First Nation.,eligibility enrollment publicize provide information respect enrollment process member yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.0,Continuation of Enrollment,eligibility enrollment continuation enrollment
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.1,"    After the dissolution of an Enrollment Committee, a Person seeking enrollment as a Yukon Indian Person, and a Person making application pursuant to 3.3.2 or 3.3.3 shall apply to the appropriate Yukon First Nation which shall determine, according to this chapter, whether such Person or the Person on whose behalf the application is being made, is entitled to be enrolled under its Yukon First Nation Final Agreement.",eligibility enrollment dissolution enrollment committee person seeking enrollment yukon indian person person making application pursuant shall apply appropriate yukon shall determine according whether person person whose behalf application made entitled enrolled yukon final agreement
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.2,"    If the Yukon First Nation rejects the application or fails or refuses to make a decision within 120 days, then an appeal shall lie to either:",eligibility enrollment yukon reject application fails refuse make decision within day appeal shall lie either
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.2.1,"    the Enrollment Commission, if it has not been dissolved pursuant to 3.10.4; or",eligibility enrollment enrollment commission dissolved pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.2.2,    a single arbitrator appointed by the chairperson of the Dispute Resolution Board.,eligibility enrollment single arbitrator appointed chairperson dispute resolution board
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.3,"    Upon a decision to enroll a Person under 3.10.1, the Yukon First Nation shall provide written notice to Government. Such enrollment shall not come into effect until 30 days following Government's receipt of such notice or, in the event of a dispute, until a determination has been made pursuant to 3.11.0.",eligibility enrollment upon decision enroll person yukon shall provide written notice government enrollment shall come effect day following government receipt notice event dispute determination made pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.10.4,"    The responsibilities of the Enrollment Commission shall cease, except with respect to matters pending before it, on the day two years after the Effective Date of the last Yukon First Nation Final Agreement or 10 years after the effective date of Settlement Legislation, whichever comes first. Upon dissolution, the Enrollment Commission shall deliver all its documents and records to the Dispute Resolution Board.",eligibility enrollment responsibility enrollment commission shall cease except respect matter pending day two year effective date last yukon final agreement year effective date settlement legislation whichever come upon dissolution enrollment commission shall deliver document record dispute resolution board
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.0,Dispute Resolution,eligibility enrollment dispute resolution
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.1,    The Dispute Resolution Board shall maintain the confidentiality of the documents and records delivered to it by the Enrollment Commission pursuant to 3.10.4.,eligibility enrollment dispute resolution board shall maintain confidentiality document record delivered enrollment commission pursuant
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2,"    Upon the dissolution of the Enrollment Commission, the Dispute Resolution Board, in addition to its powers and duties under Chapter 26 - Dispute Resolution, shall have the following powers and duties:",eligibility enrollment upon dissolution enrollment commission dispute resolution board addition power duty dispute resolution shall following power duty
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.1,"    to establish and publish its own procedures, including procedures in respect of appeals from decisions of a Yukon First Nation respecting eligibility and enrollment under this chapter;",eligibility enrollment establish publish procedure including procedure respect appeal decision yukon respecting eligibility enrollment
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.2,    the chairperson of the Dispute Resolution Board shall appoint a single arbitrator to hear and determine an appeal from any decision of a Yukon First Nation with respect to enrollment and to provide such remedy or remedies as the arbitrator in his discretion deems appropriate;,eligibility enrollment chairperson dispute resolution board shall appoint single arbitrator hear determine appeal decision yukon respect enrollment provide remedy remedy arbitrator discretion deems appropriate
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.3,"    to direct and compel the production of documents and the attendance of witnesses with the exception of Ministers of Government, as provided to a Board of Inquiry under the Public Inquiries Act, R.S.Y. 1986, c. 137;",eligibility enrollment direct compel production document attendance witness exception minister government provided board inquiry public inquiry act rsy c
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.4,    to hear and determine matters before it arising under this chapter in accordance with the principles of natural justice;,eligibility enrollment hear determine matter arising accordance principle natural justice
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.5,    powers necessarily incidental to the discharge of the arbitrator's duties in considering matters under this chapter;,eligibility enrollment power necessarily incidental discharge arbitrator duty considering matter
